"ISBN;""Book-Title"";""Book-Author"";""Year-Of-Publication"";""Publisher"";""Image-URL-S"";""Image-URL-M"";""Image-URL-L"""
"3442720141;""Der Buchtrinker."";""Klaas Huizing"";""1996"";""btb"";""http://images.amazon.com/images/P/3442720141.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/3442720141.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/3442720141.01.LZZZZZZZ.jpg"""
"325722575X;""Der Hahn ist tot. Roman."";""Ingrid Noll"";""1993"";""Diogenes Verlag"";""http://images.amazon.com/images/P/325722575X.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/325722575X.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/325722575X.01.LZZZZZZZ.jpg"""
"3442413338;""Lauf", Jane," lauf. Roman."";""Joy Fielding"";""1992"";""Goldmann"";""http://images.amazon.com/images/P/3442413338.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/3442413338.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/3442413338.01.LZZZZZZZ.jpg"""
"3499129728;""Karussell des Lebens. Roman."";""Rosamunde Pilcher"";""1991"";""Rowohlt Tb."";""http://images.amazon.com/images/P/3499129728.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/3499129728.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/3499129728.01.LZZZZZZZ.jpg"""
"3442435366;""Die Tote Ohne Namen"";""Patricia Cornwell"";""0"";""Goldmann Verlag"";""http://images.amazon.com/images/P/3442435366.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/3442435366.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/3442435366.01.LZZZZZZZ.jpg"""
"3442441382;""Ein Fall f�?¼r Kay Scarpetta."";""Patricia Cornwell"";""1998"";""Goldmann"";""http://images.amazon.com/images/P/3442441382.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/3442441382.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/3442441382.01.LZZZZZZZ.jpg"""
"3499613638;""Ein Blick zur�?¼ck"," ein Schritt nach vorn."";""Gregor Gysi"";""2002"";""Rowohlt Tb."";""http://images.amazon.com/images/P/3499613638.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/3499613638.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/3499613638.01.LZZZZZZZ.jpg"""
"3499134411;""Stadtgeschichten Band 1"";""Armistead Maupin"";""0"";""Rowholt Verlag Gmbh"";""http://images.amazon.com/images/P/3499134411.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/3499134411.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/3499134411.01.LZZZZZZZ.jpg"""
"3257224303;""Gibt's ein Baby"," das nicht schreit? Roman."";""Celia Fremlin"";""1991"";""Diogenes Verlag"";""http://images.amazon.com/images/P/3257224303.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/3257224303.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/3257224303.01.LZZZZZZZ.jpg"""
"3462025864;""Fever Pitch. Ballfieber - Die Geschichte eines Fans."";""Nick Hornby"";""2002"";""Kiepenheuer &amp; Witsch"";""http://images.amazon.com/images/P/3462025864.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/3462025864.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/3462025864.01.LZZZZZZZ.jpg"""
"0811811654;""Taxi Driver Wisdom"";""Risa Mickenberg"";""1996"";""Chronicle Books"";""http://images.amazon.com/images/P/0811811654.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0811811654.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0811811654.01.LZZZZZZZ.jpg"""
"0440226414;""Fortune's Hand"";""Belva Plain"";""2000"";""Dell Publishing Company"";""http://images.amazon.com/images/P/0440226414.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0440226414.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0440226414.01.LZZZZZZZ.jpg"""
"0060233532;""David and Della: A Novel"";""Paul Zindel"";""1993"";""HarperCollins Publishers"";""http://images.amazon.com/images/P/0060233532.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0060233532.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0060233532.01.LZZZZZZZ.jpg"""
"0060959037;""Prodigal Summer: A Novel"";""Barbara Kingsolver"";""2001"";""Perennial"";""http://images.amazon.com/images/P/0060959037.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0060959037.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0060959037.01.LZZZZZZZ.jpg"""
"055327886X;""Rubyfruit Jungle"";""Rita Mae Brown"";""1983"";""Bantam Books"";""http://images.amazon.com/images/P/055327886X.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/055327886X.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/055327886X.01.LZZZZZZZ.jpg"""
"0805036377;""M Is for Malice (Kinsey Millhone Mysteries (Hardcover))"";""Sue Grafton"";""1996"";""Henry Holt &amp; Company"";""http://images.amazon.com/images/P/0805036377.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0805036377.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0805036377.01.LZZZZZZZ.jpg"""
"0688156134;""Stalker: A Novel (Peter Decker &amp; Rina Lazarus Novels (Hardcover))"";""Faye Kellerman"";""2000"";""William Morrow &amp; Company"";""http://images.amazon.com/images/P/0688156134.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0688156134.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0688156134.01.LZZZZZZZ.jpg"""
"0374232415;""Pictures of a Childhood: Sixty-Six Watercolors and an Essay"";""Alice Millers"";""1986"";""Farrar Straus &amp; Giroux"";""http://images.amazon.com/images/P/0374232415.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0374232415.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0374232415.01.LZZZZZZZ.jpg"""
"014028009X;""Bridget Jones's Diary"";""Helen Fielding"";""1999"";""Penguin Books"";""http://images.amazon.com/images/P/014028009X.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/014028009X.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/014028009X.01.LZZZZZZZ.jpg"""
"0060697024;""Gifts of the Spirit : Living the Wisdom of the Great Religious Traditions"";""Philip Zaleski"";""1998"";""HarperSanFrancisco"";""http://images.amazon.com/images/P/0060697024.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0060697024.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0060697024.01.LZZZZZZZ.jpg"""
"0140254587;""Salvation on Sand Mountain: Snake Handling and Redemption in Southern Appalachia"";""Dennis Covington"";""1996"";""Penguin Books"";""http://images.amazon.com/images/P/0140254587.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0140254587.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0140254587.01.LZZZZZZZ.jpg"""
"0375708278;""Isaac's Storm: A Man", a Time," and the Deadliest Hurricane in History"";""Erik Larson"";""2000"";""Vintage Books USA"";""http://images.amazon.com/images/P/0375708278.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0375708278.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0375708278.01.LZZZZZZZ.jpg"""
"3442541034;""Enten f�?¼ttern."";""Guido Eckert"";""1999"";""Goldmann"";""http://images.amazon.com/images/P/3442541034.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/3442541034.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/3442541034.01.LZZZZZZZ.jpg"""
"0340581239;""Blindfold"";""Siri Hustvedt"";""0"";""Trafalgar Square"";""http://images.amazon.com/images/P/0340581239.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0340581239.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0340581239.01.LZZZZZZZ.jpg"""
"0425187063;""Death in Paradise"";""Robert B. Parker"";""2002"";""Berkley Publishing Group"";""http://images.amazon.com/images/P/0425187063.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0425187063.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0425187063.01.LZZZZZZZ.jpg"""
"2264032200;""Maybe the moon"";""Armistead Maupin"";""2002"";""UGE 10/18"";""http://images.amazon.com/images/P/2264032200.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/2264032200.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/2264032200.01.LZZZZZZZ.jpg"""
"2070407675;""Les Enfants du marais"";""Georges Montforez"";""1999"";""Gallimard"";""http://images.amazon.com/images/P/2070407675.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/2070407675.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/2070407675.01.LZZZZZZZ.jpg"""
"2253171395;""Une si longue nuit"";""Mary Higgins Clark"";""2000"";""LGF"";""http://images.amazon.com/images/P/2253171395.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/2253171395.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/2253171395.01.LZZZZZZZ.jpg"""
"2070408507;""Le Petit Prince"";""Antoine de Saint-Exupéry"";""1999"";""Gallimard"";""http://images.amazon.com/images/P/2070408507.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/2070408507.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/2070408507.01.LZZZZZZZ.jpg"""
"2253054747;""Ne pleure pas ma belle"";""Mary Higgins Clark"";""1990"";""LGF"";""http://images.amazon.com/images/P/2253054747.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/2253054747.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/2253054747.01.LZZZZZZZ.jpg"""
"0002258579;""Resurrection Club"";""Christopher Wallace"";""1999"";""Harpercollins Uk"";""http://images.amazon.com/images/P/0002258579.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0002258579.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0002258579.01.LZZZZZZZ.jpg"""
"0446361305;""Queen of Angels"";""Greg Bear"";""1991"";""Warner Books"";""http://images.amazon.com/images/P/0446361305.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0446361305.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0446361305.01.LZZZZZZZ.jpg"""
