"ISBN;""Book-Title"";""Book-Author"";""Year-Of-Publication"";""Publisher"";""Image-URL-S"";""Image-URL-M"";""Image-URL-L"""
"0399148655;""The Delicate Storm (Marian Wood Book)"";""Giles Blunt"";""2003"";""Marian Wood Book"";""http://images.amazon.com/images/P/0399148655.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0399148655.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0399148655.01.LZZZZZZZ.jpg"""
"0312319142;""Paranoia : A Novel"";""Joseph Finder"";""2004"";""St. Martin's Press"";""http://images.amazon.com/images/P/0312319142.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0312319142.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0312319142.01.LZZZZZZZ.jpg"""
"0345457587;""Shadow Account (Frey"," Stephen)"";""STEPHEN FREY"";""2004"";""Ballantine Books"";""http://images.amazon.com/images/P/0345457587.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0345457587.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0345457587.01.LZZZZZZZ.jpg"""
"0345453417;""Cry No More (Howard"," Linda)"";""LINDA HOWARD"";""2003"";""Ballantine Books"";""http://images.amazon.com/images/P/0345453417.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0345453417.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0345453417.01.LZZZZZZZ.jpg"""
"0060555653;""The Polished Hoe"";""Austin Clarke"";""2003"";""Amistad"";""http://images.amazon.com/images/P/0060555653.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0060555653.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0060555653.01.LZZZZZZZ.jpg"""
"0316591122;""Fear Itself: A Fearless Jones Novel"";""Walter Mosley"";""2003"";""Little"," Brown"";""http://images.amazon.com/images/P/0316591122.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0316591122.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0316591122.01.LZZZZZZZ.jpg"""
"0312319517;""Avenger (Forsyth"," Frederick)"";""Frederick Forsyth"";""2003"";""Thomas Dunne Books"";""http://images.amazon.com/images/P/0312319517.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0312319517.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0312319517.01.LZZZZZZZ.jpg"""
"0380978830;""Death Trap : An Alaska Mystery (Henry"," Sue)"";""Sue Henry"";""2003"";""William Morrow"";""http://images.amazon.com/images/P/0380978830.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0380978830.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0380978830.01.LZZZZZZZ.jpg"""
"0385336209;""Blinded (White"," Stephen)"";""STEPHEN WHITE"";""2004"";""Delacorte Press"";""http://images.amazon.com/images/P/0385336209.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0385336209.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0385336209.01.LZZZZZZZ.jpg"""
"0553802526;""The Killing Hour"";""LISA GARDNER"";""2003"";""Bantam"";""http://images.amazon.com/images/P/0553802526.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0553802526.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0553802526.01.LZZZZZZZ.jpg"""
"0446530689;""The Protector"";""David Morrell"";""2003"";""Warner Books"";""http://images.amazon.com/images/P/0446530689.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0446530689.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0446530689.01.LZZZZZZZ.jpg"""
"0399150854;""Blacklist: A V.I. Warshawski Novel"";""Sara Paretsky"";""2003"";""Putnam Publishing Group"";""http://images.amazon.com/images/P/0399150854.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0399150854.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0399150854.01.LZZZZZZZ.jpg"""
"0060083956;""Mr. Paradise:  A Novel"";""Elmore Leonard"";""2004"";""William Morrow"";""http://images.amazon.com/images/P/0060083956.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0060083956.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0060083956.01.LZZZZZZZ.jpg"""
"0446531421;""Still Life With Crows"";""Lincoln Child"";""2003"";""Warner Books"";""http://images.amazon.com/images/P/0446531421.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0446531421.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0446531421.01.LZZZZZZZ.jpg"""
"0312306814;""A Grave Denied: A Kate Shugak Novel"";""Dana Stabenow"";""2003"";""St. Martin's Minotaur"";""http://images.amazon.com/images/P/0312306814.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0312306814.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0312306814.01.LZZZZZZZ.jpg"""
"0312271786;""Off the Chart: A Novel"";""James W. Hall"";""2003"";""St. Martin's Minotaur"";""http://images.amazon.com/images/P/0312271786.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0312271786.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0312271786.01.LZZZZZZZ.jpg"""
"0399150870;""Stone Cold: A Jesse Stone Novel"";""Robert B. Parker"";""2003"";""Putnam Publishing Group"";""http://images.amazon.com/images/P/0399150870.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0399150870.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0399150870.01.LZZZZZZZ.jpg"""
"0399149821;""Dirty Work"";""Stuart Woods"";""2003"";""Putnam Publishing Group"";""http://images.amazon.com/images/P/0399149821.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0399149821.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0399149821.01.LZZZZZZZ.jpg"""
"0553802496;""Odd Thomas"";""Dean Koontz"";""2003"";""Bantam"";""http://images.amazon.com/images/P/0553802496.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0553802496.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0553802496.01.LZZZZZZZ.jpg"""
"0345452577;""The Conspiracy Club"";""JONATHAN KELLERMAN"";""2003"";""Ballantine Books"";""http://images.amazon.com/images/P/0345452577.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0345452577.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0345452577.01.LZZZZZZZ.jpg"""
"1400041414;""The Murder Room"";""P.D. JAMES"";""2003"";""Knopf"";""http://images.amazon.com/images/P/1400041414.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/1400041414.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/1400041414.01.LZZZZZZZ.jpg"""
"0060193883;""A Bloodhound to Die For"";""Virginia Lanier"";""2003"";""HarperCollins"";""http://images.amazon.com/images/P/0060193883.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0060193883.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0060193883.01.LZZZZZZZ.jpg"""
"0743428684;""Midnight Flight (Ay Adult - Andrews)"";""V.C. Andrews"";""2003"";""Pocket"";""http://images.amazon.com/images/P/0743428684.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0743428684.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0743428684.01.LZZZZZZZ.jpg"""
"0525947655;""A Perfect Day"";""Richard Paul Evans"";""2003"";""Dutton Books"";""http://images.amazon.com/images/P/0525947655.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0525947655.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0525947655.01.LZZZZZZZ.jpg"""
"0312316690;""The Tristan Betrayal (Ludlum"," Robert)"";""Robert Ludlum"";""2003"";""St. Martin's Press"";""http://images.amazon.com/images/P/0312316690.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0312316690.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0312316690.01.LZZZZZZZ.jpg"""
"0060005556;""Last to Die (Grippando"," James)"";""James Grippando"";""2003"";""HarperCollins"";""http://images.amazon.com/images/P/0060005556.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0060005556.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0060005556.01.LZZZZZZZ.jpg"""
"0312304269;""Runaway Heart: A Novel"";""Stephen J. Cannell"";""2003"";""St. Martin's Press"";""http://images.amazon.com/images/P/0312304269.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0312304269.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0312304269.01.LZZZZZZZ.jpg"""
"0399148760;""Seizure"";""Robin Cook"";""2003"";""Putnam Publishing Group"";""http://images.amazon.com/images/P/0399148760.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0399148760.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0399148760.01.LZZZZZZZ.jpg"""
"0316603287;""The Lake House"";""James Patterson"";""2003"";""Little"," Brown"";""http://images.amazon.com/images/P/0316603287.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0316603287.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0316603287.01.LZZZZZZZ.jpg"""
"0399145664;""Family Honor"";""Robert B. Parker"";""1999"";""Putnam Pub Group"";""http://images.amazon.com/images/P/0399145664.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0399145664.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0399145664.01.LZZZZZZZ.jpg"""
"0425178102;""Big Trouble"";""Dave Barry"";""2001"";""Berkley Publishing Group"";""http://images.amazon.com/images/P/0425178102.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0425178102.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0425178102.01.LZZZZZZZ.jpg"""
"0553580515;""Passage"";""Connie Willis"";""2002"";""Bantam Books"";""http://images.amazon.com/images/P/0553580515.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0553580515.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0553580515.01.LZZZZZZZ.jpg"""
"0749301015;""My Left Foot"";""Christy Brown"";""1991"";""Heinemann"";""http://images.amazon.com/images/P/0749301015.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0749301015.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0749301015.01.LZZZZZZZ.jpg"""
"0445204222;""Wizard War"";""Hugh Cook"";""1987"";""Warner Books"";""http://images.amazon.com/images/P/0445204222.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0445204222.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0445204222.01.LZZZZZZZ.jpg"""
"1930252501;""The Brink"";""Alien Stevens"";""2002"";""Pagefree Publishing"";""http://images.amazon.com/images/P/1930252501.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/1930252501.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/1930252501.01.LZZZZZZZ.jpg"""
"0515123293;""The Last Heroes (Men at War (Paperback Jove))"";""W. E. B. Griffin"";""1998"";""Jove Books"";""http://images.amazon.com/images/P/0515123293.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0515123293.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0515123293.01.LZZZZZZZ.jpg"""
"0312985207;""Stephen Coonts' Deep Black (Deep Black)"";""Stephen Coonts"";""2003"";""St. Martin's Paperbacks"";""http://images.amazon.com/images/P/0312985207.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0312985207.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0312985207.01.LZZZZZZZ.jpg"""
"0449220354;""Final Approach"";""John J. Nance"";""1994"";""Fawcett Books"";""http://images.amazon.com/images/P/0449220354.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0449220354.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0449220354.01.LZZZZZZZ.jpg"""
"0312981260;""Temple"";""Matthew Reilly"";""2002"";""St. Martin's Paperbacks"";""http://images.amazon.com/images/P/0312981260.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0312981260.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0312981260.01.LZZZZZZZ.jpg"""
"067104754X;""Purgatory Ridge (Cork O'Connor Mysteries)"";""William Kent Krueger"";""2002"";""Pocket Star"";""http://images.amazon.com/images/P/067104754X.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/067104754X.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/067104754X.01.LZZZZZZZ.jpg"""
"0385144741;""Memento"";""Michael Macdonald Mooney"";""1979"";""Doubleday"";""http://images.amazon.com/images/P/0385144741.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0385144741.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0385144741.01.LZZZZZZZ.jpg"""
"0385144342;""Mark Coffin"," U.S.S: A novel of Capitol Hill"";""Allen Drury"";""1979"";""Doubleday"";""http://images.amazon.com/images/P/0385144342.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0385144342.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0385144342.01.LZZZZZZZ.jpg"""
"0595175686;""The Bridge"";""Michael Darkow"";""2001"";""Authors Choice Press"";""http://images.amazon.com/images/P/0595175686.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0595175686.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0595175686.01.LZZZZZZZ.jpg"""
"1594082316;""New England Interlude"";""Maria Elena Morgan"";""2003"";""Cork Hill Press"";""http://images.amazon.com/images/P/1594082316.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/1594082316.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/1594082316.01.LZZZZZZZ.jpg"""
"1410777057;""Hidden Agendas"";""Maria Elena Morgan"";""2003"";""Authorhouse"";""http://images.amazon.com/images/P/1410777057.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/1410777057.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/1410777057.01.LZZZZZZZ.jpg"""
"0374172471;""Homesickness : A Novel"";""Murray Bail"";""1999"";""Farrar"," Straus and Giroux"";""http://images.amazon.com/images/P/0374172471.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0374172471.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0374172471.01.LZZZZZZZ.jpg"""
"2070394867;""Kitchen"";""Banana Yoshimoto"";""1996"";""Gallimard"";""http://images.amazon.com/images/P/2070394867.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/2070394867.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/2070394867.01.LZZZZZZZ.jpg"""
"0609807420;""The Business Plan for the Body"";""Jim Karas"";""2001"";""Three Rivers Press (CA)"";""http://images.amazon.com/images/P/0609807420.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0609807420.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0609807420.01.LZZZZZZZ.jpg"""
"0425122956;""Majestic"";""Whitley Strieber"";""1990"";""Berkley Publishing Group"";""http://images.amazon.com/images/P/0425122956.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0425122956.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0425122956.01.LZZZZZZZ.jpg"""
"0451208765;""Sleep No More"";""Greg Iles"";""2003"";""Signet Book"";""http://images.amazon.com/images/P/0451208765.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0451208765.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0451208765.01.LZZZZZZZ.jpg"""
"0618129022;""The Lord of the Rings (Movie Art Cover)"";""J.R.R. Tolkien"";""2001"";""Houghton Mifflin Company"";""http://images.amazon.com/images/P/0618129022.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0618129022.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0618129022.01.LZZZZZZZ.jpg"""
"0345423402;""A Kiss of Shadows (Meredith Gentry Novels (Paperback))"";""LAURELL K. HAMILTON"";""2002"";""Ballantine Books"";""http://images.amazon.com/images/P/0345423402.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0345423402.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0345423402.01.LZZZZZZZ.jpg"""
"0345423429;""A Caress of Twilight (Meredith Gentry Novels (Paperback))"";""LAURELL K. HAMILTON"";""2003"";""Fawcett"";""http://images.amazon.com/images/P/0345423429.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0345423429.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0345423429.01.LZZZZZZZ.jpg"""
"034544356X;""Seduced By Moonlight (Hamilton"," Laurell K)"";""LAURELL K. HAMILTON"";""2004"";""Ballantine Books"";""http://images.amazon.com/images/P/034544356X.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/034544356X.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/034544356X.01.LZZZZZZZ.jpg"""
"0743454146;""The Footprints of God : A Novel"";""Greg Iles"";""2004"";""Pocket Star"";""http://images.amazon.com/images/P/0743454146.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0743454146.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0743454146.01.LZZZZZZZ.jpg"""
"0451210840;""The Gunslinger (The Dark Tower"," Book 1)"";""Stephen King"";""2003"";""New American Library"";""http://images.amazon.com/images/P/0451210840.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0451210840.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0451210840.01.LZZZZZZZ.jpg"""
"0425152367;""Private Altars"";""Katherine Mosby"";""1996"";""Berkley Publishing Group"";""http://images.amazon.com/images/P/0425152367.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0425152367.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0425152367.01.LZZZZZZZ.jpg"""
"0553374435;""Conscious Breathing : Breathwork for Health", Stress Release," and Personal Mastery"";""GAY HENDRICKS"";""1995"";""Bantam"";""http://images.amazon.com/images/P/0553374435.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0553374435.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0553374435.01.LZZZZZZZ.jpg"""
"0553106643;""Fear Nothing"";""DEAN KOONTZ"";""1998"";""Bantam"";""http://images.amazon.com/images/P/0553106643.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0553106643.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0553106643.01.LZZZZZZZ.jpg"""
"0553057707;""Brain Building: Exercising Yourself Smarter"";""Marilyn Vos Savant"";""1990"";""Bantam Books"";""http://images.amazon.com/images/P/0553057707.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0553057707.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0553057707.01.LZZZZZZZ.jpg"""
"1853263508;""DICTIONARY OF ANAGRAMS"";""Curl"";""1998"";""NTC/Contemporary Publishing Company"";""http://images.amazon.com/images/P/1853263508.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/1853263508.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/1853263508.01.LZZZZZZZ.jpg"""
"1567185711;""Liquid Dreams of Vampires"";""Martin V. Riccardo"";""1996"";""Llewellyn Pubns"";""http://images.amazon.com/images/P/1567185711.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/1567185711.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/1567185711.01.LZZZZZZZ.jpg"""
"1560251476;""In the Shadow of the Vampire: Reflections from the World of Anne Rice"";""Jana Marcus"";""1997"";""Pub Group West"";""http://images.amazon.com/images/P/1560251476.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/1560251476.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/1560251476.01.LZZZZZZZ.jpg"""
"0449223795;""The Homing"";""John Saul"";""1995"";""Fawcett Books"";""http://images.amazon.com/images/P/0449223795.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0449223795.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0449223795.01.LZZZZZZZ.jpg"""
"1568846533;""MS DOS 6.2 Simplified"";""Ruth Maran"";""1995"";""Wiley Publishing"";""http://images.amazon.com/images/P/1568846533.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/1568846533.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/1568846533.01.LZZZZZZZ.jpg"""
"0312144075;""The Samurai's Garden : A Novel"";""Gail Tsukiyama"";""1996"";""St. Martin's Griffin"";""http://images.amazon.com/images/P/0312144075.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0312144075.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0312144075.01.LZZZZZZZ.jpg"""
"0684869233;""The Burning Times : A Novel of Medieval France"";""Jeanne Kalogridis"";""2001"";""Simon &amp; Schuster"";""http://images.amazon.com/images/P/0684869233.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0684869233.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0684869233.01.LZZZZZZZ.jpg"""
"0156007479;""Slammerkin"";""Emma Donoghue"";""2002"";""Harvest Books"";""http://images.amazon.com/images/P/0156007479.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0156007479.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0156007479.01.LZZZZZZZ.jpg"""
"0061031844;""The Book of Shadows"";""James Reese"";""2002"";""HarperTorch"";""http://images.amazon.com/images/P/0061031844.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0061031844.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0061031844.01.LZZZZZZZ.jpg"""
"0312267177;""Catfish and Mandala : A Two-Wheeled Voyage through the Landscape and Memory of Vietnam"";""Andrew X. Pham"";""2000"";""Picador"";""http://images.amazon.com/images/P/0312267177.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0312267177.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0312267177.01.LZZZZZZZ.jpg"""
"0345434943;""Song of the Exile (Ballantine Reader's Circle)"";""Kiana Davenport"";""2000"";""Ballantine Books"";""http://images.amazon.com/images/P/0345434943.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0345434943.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0345434943.01.LZZZZZZZ.jpg"""
"1860110886;""Ireland"";""Catharina Day"";""1998"";""Everyman Publishers"";""http://images.amazon.com/images/P/1860110886.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/1860110886.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/1860110886.01.LZZZZZZZ.jpg"""
"0875421849;""Living Wicca: A Further Guide for the Solitary Practitioner (Llewellyn's Practical Magick)"";""Scott Cunningham"";""1993"";""Llewellyn Publications"";""http://images.amazon.com/images/P/0875421849.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0875421849.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0875421849.01.LZZZZZZZ.jpg"""
"0786868619;""Stolen Lives: Twenty Years in a Desert Jail"";""Malika Oufkir"";""2001"";""Talk Miramax Books"";""http://images.amazon.com/images/P/0786868619.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0786868619.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0786868619.01.LZZZZZZZ.jpg"""
"037550303X;""The White Death: Tragedy and Heroism in an Avalanche Zone"";""McKay Jenkins"";""2000"";""Random House Inc"";""http://images.amazon.com/images/P/037550303X.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/037550303X.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/037550303X.01.LZZZZZZZ.jpg"""
"0345442741;""Welcome to the Great Mysterious (Ballantine Reader's Circle)"";""LORNA LANDVIK"";""2002"";""Ballantine Books"";""http://images.amazon.com/images/P/0345442741.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0345442741.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0345442741.01.LZZZZZZZ.jpg"""
