"ISBN;""Book-Title"";""Book-Author"";""Year-Of-Publication"";""Publisher"";""Image-URL-S"";""Image-URL-M"";""Image-URL-L"""
"0451524489;""The Awakening and Selected Stories of Kate Chopin (Signet Classic)"";""Kate Chopin"";""1995"";""Signet Book"";""http://images.amazon.com/images/P/0451524489.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0451524489.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0451524489.01.LZZZZZZZ.jpg"""
"0140065172;""Ordinary People"";""Judith Guest"";""1993"";""Penguin Books"";""http://images.amazon.com/images/P/0140065172.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0140065172.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0140065172.01.LZZZZZZZ.jpg"""
"044022165X;""The Rainmaker"";""JOHN GRISHAM"";""1996"";""Dell"";""http://images.amazon.com/images/P/044022165X.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/044022165X.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/044022165X.01.LZZZZZZZ.jpg"""
"0373123485;""On The Tycoon's Terms   Do Not Disturb! (Harlequin Presents"," 2348)"";""Sandra Field"";""2003"";""Harlequin"";""http://images.amazon.com/images/P/0373123485.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0373123485.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0373123485.01.LZZZZZZZ.jpg"""
"0373123108;""Sleeping Partners  (Nine to Five)"";""Helen Brooks"";""2003"";""Harlequin"";""http://images.amazon.com/images/P/0373123108.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0373123108.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0373123108.01.LZZZZZZZ.jpg"""
"0590225170;""The Real Mother Goose"";""Blanche Fisher Wright"";""1994"";""Scholastic"";""http://images.amazon.com/images/P/0590225170.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0590225170.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0590225170.01.LZZZZZZZ.jpg"""
"0399143165;""Toxin"";""Robin Cook"";""1998"";""Putnam Pub Group"";""http://images.amazon.com/images/P/0399143165.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0399143165.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0399143165.01.LZZZZZZZ.jpg"""
"044132231X;""Heathcliff Gone Fishing"";""George Gately"";""1985"";""Diamond Books (NY)"";""http://images.amazon.com/images/P/044132231X.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/044132231X.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/044132231X.01.LZZZZZZZ.jpg"""
"0425124347;""The Bad Place"";""Dean R. Koontz"";""1994"";""Berkley Publishing Group"";""http://images.amazon.com/images/P/0425124347.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0425124347.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0425124347.01.LZZZZZZZ.jpg"""
"0786889705;""Two for Texas"";""James Lee Burke"";""2000"";""Hyperion"";""http://images.amazon.com/images/P/0786889705.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0786889705.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0786889705.01.LZZZZZZZ.jpg"""
"0312282990;""The Amazing Adventures of Kavalier &amp; Clay"";""Michael Chabon"";""2001"";""Picador"";""http://images.amazon.com/images/P/0312282990.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0312282990.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0312282990.01.LZZZZZZZ.jpg"""
"0425137945;""Greygallows"";""Barbara Michaels"";""1993"";""Berkley Publishing Group"";""http://images.amazon.com/images/P/0425137945.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0425137945.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0425137945.01.LZZZZZZZ.jpg"""
"042512892X;""Into the Darkness"";""Barbara Michaels"";""1996"";""Berkley Publishing Group"";""http://images.amazon.com/images/P/042512892X.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/042512892X.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/042512892X.01.LZZZZZZZ.jpg"""
"0425113892;""Someone in the House"";""Barbara Michaels"";""1989"";""Berkley Publishing Group"";""http://images.amazon.com/images/P/0425113892.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0425113892.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0425113892.01.LZZZZZZZ.jpg"""
"0394820371;""The Phantom Tollbooth"";""Norton Juster"";""1993"";""Yearling Books"";""http://images.amazon.com/images/P/0394820371.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0394820371.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0394820371.01.LZZZZZZZ.jpg"""
"0449134482;""Dances With Wolves"";""Michael Blake"";""1990"";""Fawcett Books"";""http://images.amazon.com/images/P/0449134482.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0449134482.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0449134482.01.LZZZZZZZ.jpg"""
"014036336X;""The House With a Clock in Its Walls"";""John Bellairs"";""1993"";""Puffin Books"";""http://images.amazon.com/images/P/014036336X.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/014036336X.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/014036336X.01.LZZZZZZZ.jpg"""
"0375821813;""Hoot (Newbery Honor Book)"";""CARL HIAASEN"";""2002"";""Knopf Books for Young Readers"";""http://images.amazon.com/images/P/0375821813.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0375821813.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0375821813.01.LZZZZZZZ.jpg"""
"0812516826;""Catnap : A Midnight Louie Mystery (A Midnight Louie Mystery)"";""Carole Nelson Douglas"";""1993"";""Forge Books"";""http://images.amazon.com/images/P/0812516826.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0812516826.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0812516826.01.LZZZZZZZ.jpg"""
"0345348036;""The Princess Bride: S Morgenstern's Classic Tale of True Love and High Adventure"";""WILLIAM GOLDMAN"";""1987"";""Del Rey"";""http://images.amazon.com/images/P/0345348036.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0345348036.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0345348036.01.LZZZZZZZ.jpg"""
"0679420118;""A Dangerous Place: California's Unsettling Fate (Images of America)"";""Marc Reisner"";""2003"";""Pantheon Books"";""http://images.amazon.com/images/P/0679420118.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0679420118.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0679420118.01.LZZZZZZZ.jpg"""
"0871137380;""Black Hawk Down: A Story of Modern War"";""Mark Bowden"";""1999"";""Atlantic Monthly Press"";""http://images.amazon.com/images/P/0871137380.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0871137380.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0871137380.01.LZZZZZZZ.jpg"""
"0741409690;""The Burberry Style"";""Jonathan Pearce"";""2002"";""Infinity Publishing.com"";""http://images.amazon.com/images/P/0741409690.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0741409690.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0741409690.01.LZZZZZZZ.jpg"""
"0741407213;""Heavier Than Air (Balona Books)"";""Jonathan Pearce"";""2001"";""Infinity Publishing.com"";""http://images.amazon.com/images/P/0741407213.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0741407213.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0741407213.01.LZZZZZZZ.jpg"""
"0759612277;""A Little Honesty: Trials and Triumphs of a Prince of Balona"";""Jonathan Pearce"";""2001"";""1stBooks Library"";""http://images.amazon.com/images/P/0759612277.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0759612277.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0759612277.01.LZZZZZZZ.jpg"""
"0741402858;""The Balona Klongs"";""Jonathan Pearce"";""1999"";""Buy Books on the web.com"";""http://images.amazon.com/images/P/0741402858.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0741402858.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0741402858.01.LZZZZZZZ.jpg"""
"1585007366;""Sang Froyd (Balona Books)"";""Jonathan Pearce"";""1999"";""1stBooks Library"";""http://images.amazon.com/images/P/1585007366.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/1585007366.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/1585007366.01.LZZZZZZZ.jpg"""
"074141127X;""The Chocolate Korndog"";""Jonathan Pearce"";""2002"";""Infinity Publishing (PA)"";""http://images.amazon.com/images/P/074141127X.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/074141127X.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/074141127X.01.LZZZZZZZ.jpg"""
"0741403471;""One Brick Shy"";""Jonathan Pearce"";""2000"";""Infinity Publishing (PA)"";""http://images.amazon.com/images/P/0741403471.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0741403471.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0741403471.01.LZZZZZZZ.jpg"""
"0741403781;""Spring Break"";""Jonathan Pearce"";""2000"";""Infinity Publishing (PA)"";""http://images.amazon.com/images/P/0741403781.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0741403781.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0741403781.01.LZZZZZZZ.jpg"""
"0741403056;""Focusing the Private Eye"";""Jonathan Pearce"";""2000"";""Infinity Publishing (PA)"";""http://images.amazon.com/images/P/0741403056.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0741403056.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0741403056.01.LZZZZZZZ.jpg"""
"0741405784;""A Cuisine of Leftovers"";""Jonathan Pearce"";""2000"";""Infinity Publishing (PA)"";""http://images.amazon.com/images/P/0741405784.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0741405784.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0741405784.01.LZZZZZZZ.jpg"""
"0741402912;""Finding Dad"";""Jonathan Pearce"";""1999"";""Infinity Publishing (PA)"";""http://images.amazon.com/images/P/0741402912.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0741402912.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0741402912.01.LZZZZZZZ.jpg"""
"0553568760;""Natural Causes"";""Michael Palmer"";""1995"";""Bantam Books"";""http://images.amazon.com/images/P/0553568760.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0553568760.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0553568760.01.LZZZZZZZ.jpg"""
"034538184X;""Degree of Guilt"";""Richard North Patterson"";""1995"";""Ballantine Books"";""http://images.amazon.com/images/P/034538184X.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/034538184X.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/034538184X.01.LZZZZZZZ.jpg"""
"0140620125;""Wuthering Heights (Penguin Popular Classics)"";""Emily Bronte"";""1994"";""Penguin Books Ltd"";""http://images.amazon.com/images/P/0140620125.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0140620125.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0140620125.01.LZZZZZZZ.jpg"""
"0140620109;""Emma (Penguin Popular Classics)"";""Jane Austen"";""1994"";""Penguin Books Ltd"";""http://images.amazon.com/images/P/0140620109.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0140620109.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0140620109.01.LZZZZZZZ.jpg"""
"0375420827;""The Art of Travel"";""Alain de Botton"";""2002"";""Pantheon"";""http://images.amazon.com/images/P/0375420827.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0375420827.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0375420827.01.LZZZZZZZ.jpg"""
"0671745530;""SO LONG AND THANKS FOR ALL THE FISH (Hitchhiker's Trilogy (Paperback))"";""Douglas Adams"";""1991"";""Pocket"";""http://images.amazon.com/images/P/0671745530.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0671745530.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0671745530.01.LZZZZZZZ.jpg"""
"0805062971;""Fight Club"";""Chuck Palahniuk"";""1999"";""Owl Books"";""http://images.amazon.com/images/P/0805062971.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0805062971.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0805062971.01.LZZZZZZZ.jpg"""
"0553211412;""Wuthering Heights"";""Emily Bronte"";""1983"";""Bantam"";""http://images.amazon.com/images/P/0553211412.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0553211412.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0553211412.01.LZZZZZZZ.jpg"""
"0671510053;""SHIPPING NEWS"";""Annie Proulx"";""1994"";""Scribner"";""http://images.amazon.com/images/P/0671510053.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0671510053.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0671510053.01.LZZZZZZZ.jpg"""
"1573229385;""The Frog King: A Love Story"";""Adam Davies"";""2002"";""Riverhead Books"";""http://images.amazon.com/images/P/1573229385.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/1573229385.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/1573229385.01.LZZZZZZZ.jpg"""
"0945397410;""Outhouses of Alaska"";""Harry M. Walker"";""1996"";""Epicenter Press"";""http://images.amazon.com/images/P/0945397410.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0945397410.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0945397410.01.LZZZZZZZ.jpg"""
"0385334036;""The Smoke Jumper"";""Nicholas Evans"";""2001"";""Delacorte Press"";""http://images.amazon.com/images/P/0385334036.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0385334036.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0385334036.01.LZZZZZZZ.jpg"""
"0060914653;""The Unbearable Lightness of Being"";""Milan Kundera"";""1988"";""Harpercollins"";""http://images.amazon.com/images/P/0060914653.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0060914653.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0060914653.01.LZZZZZZZ.jpg"""
"0345347536;""A Spell for Chameleon (Xanth Novels (Paperback))"";""Piers Anthony"";""1987"";""Del Rey Books"";""http://images.amazon.com/images/P/0345347536.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0345347536.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0345347536.01.LZZZZZZZ.jpg"""
"055321313X;""Anne of Green Gables (Anne of Green Gables Novels (Paperback))"";""L.M. MONTGOMERY"";""1982"";""Bantam Classics"";""http://images.amazon.com/images/P/055321313X.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/055321313X.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/055321313X.01.LZZZZZZZ.jpg"""
"3473540420;""Das Kurze Leben Der Sophie Scholl (Fiction"," Poetry and Drama)"";""Vinke"";""0"";""Ravensburger Buchverlag Otto Maier GmbH"";""http://images.amazon.com/images/P/3473540420.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/3473540420.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/3473540420.01.LZZZZZZZ.jpg"""
"0375507256;""Cloud Atlas : A Novel"";""DAVID MITCHELL"";""2004"";""Random House Trade Paperbacks"";""http://images.amazon.com/images/P/0375507256.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0375507256.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0375507256.01.LZZZZZZZ.jpg"""
"0060529709;""Everything Is Illuminated : A Novel"";""Jonathan Safran Foer"";""2003"";""Perennial"";""http://images.amazon.com/images/P/0060529709.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0060529709.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0060529709.01.LZZZZZZZ.jpg"""
"0876850867;""Post Office"";""Charles Bukowski"";""1980"";""Black Sparrow Books"";""http://images.amazon.com/images/P/0876850867.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0876850867.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0876850867.01.LZZZZZZZ.jpg"""
"0140274154;""On the Road (Essential.penguin S.)"";""Jack Kerouac"";""1998"";""Penguin Books Ltd"";""http://images.amazon.com/images/P/0140274154.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0140274154.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0140274154.01.LZZZZZZZ.jpg"""
"0679743464;""Hard-Boiled Wonderland and the End of the World: A Novel (Vintage International)"";""Haruki Murakami"";""1993"";""Vintage Books USA"";""http://images.amazon.com/images/P/0679743464.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0679743464.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0679743464.01.LZZZZZZZ.jpg"""
"0375704027;""Norwegian Wood (Vintage International Original)"";""Haruki Murakami"";""2000"";""Vintage Books USA"";""http://images.amazon.com/images/P/0375704027.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0375704027.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0375704027.01.LZZZZZZZ.jpg"""
"0874067391;""A Little Princess"";""Frances Hodgson  Burnett"";""1996"";""Pages Publishing Group"";""http://images.amazon.com/images/P/0874067391.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0874067391.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0874067391.01.LZZZZZZZ.jpg"""
"0590484753;""Talking to Dragons (Enchanted Forest Chronicles (Paperback))"";""Patricia C. Wrede"";""1995"";""Point Fantasy"";""http://images.amazon.com/images/P/0590484753.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0590484753.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0590484753.01.LZZZZZZZ.jpg"""
"0451527038;""The Call of the Wild: And Selected Stories (Signet Classics (Paperback))"";""Jack London"";""1998"";""Signet Classics"";""http://images.amazon.com/images/P/0451527038.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0451527038.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0451527038.01.LZZZZZZZ.jpg"""
"1590520777;""A Life God Rewards for Teens (The Breakthrough Series)"";""Bruce Wilkinson"";""2002"";""Multnomah"";""http://images.amazon.com/images/P/1590520777.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/1590520777.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/1590520777.01.LZZZZZZZ.jpg"""
"0590484672;""Calling on Dragons (Read with Me Paperbacks)"";""Patricia C. Wrede"";""1994"";""Point Fantasy"";""http://images.amazon.com/images/P/0590484672.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0590484672.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0590484672.01.LZZZZZZZ.jpg"""
"0975311255;""A Temporary New Wife"";""Malcolm Goodway"";""2004"";""AuthorsOmniscient Publishers"";""http://images.amazon.com/images/P/0975311255.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0975311255.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0975311255.01.LZZZZZZZ.jpg"""
"0743237188;""Fall On Your Knees (Oprah #45)"";""Ann-Marie MacDonald"";""2002"";""Touchstone"";""http://images.amazon.com/images/P/0743237188.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0743237188.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0743237188.01.LZZZZZZZ.jpg"""
"0553586122;""Reap the Wind"";""Iris Johansen"";""2002"";""Bantam Books"";""http://images.amazon.com/images/P/0553586122.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0553586122.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0553586122.01.LZZZZZZZ.jpg"""
"0553584510;""The Survivors Club"";""LISA GARDNER"";""2003"";""Bantam"";""http://images.amazon.com/images/P/0553584510.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0553584510.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0553584510.01.LZZZZZZZ.jpg"""
"0345341201;""Sins of Omission"";""FERN MICHAELS"";""1989"";""Ivy Books"";""http://images.amazon.com/images/P/0345341201.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0345341201.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0345341201.01.LZZZZZZZ.jpg"""
"1551662744;""White Lies"";""Linda Howard"";""1997"";""Mira"";""http://images.amazon.com/images/P/1551662744.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/1551662744.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/1551662744.01.LZZZZZZZ.jpg"""
"0440175623;""Random Winds"";""Belva Plain"";""1987"";""Dell"";""http://images.amazon.com/images/P/0440175623.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0440175623.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0440175623.01.LZZZZZZZ.jpg"""
"0440216842;""The Carousel"";""Belva Plain"";""1998"";""Dell"";""http://images.amazon.com/images/P/0440216842.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0440216842.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0440216842.01.LZZZZZZZ.jpg"""
"0345443284;""While I Was Gone"";""Sue Miller"";""1999"";""Ballantine Books"";""http://images.amazon.com/images/P/0345443284.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0345443284.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0345443284.01.LZZZZZZZ.jpg"""
"0553285653;""Grass"";""Sheri S. Tepper"";""1990"";""Spectra Books"";""http://images.amazon.com/images/P/0553285653.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0553285653.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0553285653.01.LZZZZZZZ.jpg"""
"0394800133;""One Fish Two Fish Red Fish Blue Fish (I Can Read It All by Myself Beginner Books)"";""DR SEUSS"";""1960"";""Random House Books for Young Readers"";""http://images.amazon.com/images/P/0394800133.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0394800133.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0394800133.01.LZZZZZZZ.jpg"""
"0060972777;""This Boy's Life: A Memoir"";""Tobias Wolff"";""1989"";""Perennial"";""http://images.amazon.com/images/P/0060972777.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0060972777.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0060972777.01.LZZZZZZZ.jpg"""
"0064401472;""Zlateh the Goat and Other Stories"";""Isaac Bashevis Singer"";""1984"";""HarperCollins Publishers"";""http://images.amazon.com/images/P/0064401472.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0064401472.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0064401472.01.LZZZZZZZ.jpg"""
"0156001942;""Winter's Tale"";""Mark Helprin"";""1995"";""Harvest Books"";""http://images.amazon.com/images/P/0156001942.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0156001942.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0156001942.01.LZZZZZZZ.jpg"""
"055326382X;""The Dancing Wu Li Masters: An Overview of the New Physics"";""Gary Zukav"";""1994"";""Bantam Books"";""http://images.amazon.com/images/P/055326382X.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/055326382X.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/055326382X.01.LZZZZZZZ.jpg"""
"0345418018;""The World According to Garp (Ballantine Reader's Circle)"";""John Irving"";""1997"";""Ballantine Books"";""http://images.amazon.com/images/P/0345418018.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0345418018.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0345418018.01.LZZZZZZZ.jpg"""
