"ISBN;""Book-Title"";""Book-Author"";""Year-Of-Publication"";""Publisher"";""Image-URL-S"";""Image-URL-M"";""Image-URL-L"""
"1551666987;""Marriage by the Book"";""Joan Johnston"";""2003"";""Mira"";""http://images.amazon.com/images/P/1551666987.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/1551666987.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/1551666987.01.LZZZZZZZ.jpg"""
"0425176037;""Shell Game (Kathleen Mallory Novels (Paperback))"";""Carol O'Connell"";""2000"";""Berkley Publishing Group"";""http://images.amazon.com/images/P/0425176037.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0425176037.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0425176037.01.LZZZZZZZ.jpg"""
"0156013126;""The Same Sea"";""Amos Oz"";""2002"";""Harvest Books"";""http://images.amazon.com/images/P/0156013126.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0156013126.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0156013126.01.LZZZZZZZ.jpg"""
"0446610941;""Misfortune"";""Nancy Geary"";""2002"";""Warner Books"";""http://images.amazon.com/images/P/0446610941.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0446610941.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0446610941.01.LZZZZZZZ.jpg"""
"0425083837;""The Hunt for Red October"";""Tom Clancy"";""1985"";""Berkley Publishing Group"";""http://images.amazon.com/images/P/0425083837.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0425083837.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0425083837.01.LZZZZZZZ.jpg"""
"0425135721;""McNally's Secret (Archy McNally Novels (Paperback))"";""Lawrence Sanders"";""1994"";""Berkley Publishing Group"";""http://images.amazon.com/images/P/0425135721.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0425135721.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0425135721.01.LZZZZZZZ.jpg"""
"0515130540;""Meet Me at Midnight"";""Jacqueline Navin"";""2001"";""Jove Books"";""http://images.amazon.com/images/P/0515130540.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0515130540.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0515130540.01.LZZZZZZZ.jpg"""
"0515090654;""Twice Loved"";""Lavyrle Spencer"";""1984"";""Jove Books"";""http://images.amazon.com/images/P/0515090654.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0515090654.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0515090654.01.LZZZZZZZ.jpg"""
"0553292722;""Still Waters"";""TAMI HOAG"";""1992"";""Bantam"";""http://images.amazon.com/images/P/0553292722.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0553292722.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0553292722.01.LZZZZZZZ.jpg"""
"0380721643;""Track of the Cat (Anna Pigeon Mysteries (Paperback))"";""Nevada Barr"";""1994"";""Avon Books"";""http://images.amazon.com/images/P/0380721643.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0380721643.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0380721643.01.LZZZZZZZ.jpg"""
"0425183750;""Blood Lure"";""Nevada Barr"";""2002"";""Berkley Publishing Group"";""http://images.amazon.com/images/P/0425183750.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0425183750.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0425183750.01.LZZZZZZZ.jpg"""
"0445408502;""The Cheshire Cat's Eye"";""Marcia Muller"";""1990"";""Warner Books"";""http://images.amazon.com/images/P/0445408502.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0445408502.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0445408502.01.LZZZZZZZ.jpg"""
"0553270486;""The Robert Half Way to Get Hired in Today's Job Market"";""Robert Half"";""1989"";""Bantam Books"";""http://images.amazon.com/images/P/0553270486.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0553270486.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0553270486.01.LZZZZZZZ.jpg"""
"0380798573;""The Falcon at the Portal: An Amelia Peabody Mystery"";""Elizabeth Peters"";""2000"";""Avon"";""http://images.amazon.com/images/P/0380798573.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0380798573.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0380798573.01.LZZZZZZZ.jpg"""
"0452282268;""Le Mariage"";""Diane Johnson"";""2001"";""Plume Books"";""http://images.amazon.com/images/P/0452282268.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0452282268.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0452282268.01.LZZZZZZZ.jpg"""
"0786867787;""Spilling Clarence: A Novel"";""Anne Ursu"";""2002"";""Hyperion"";""http://images.amazon.com/images/P/0786867787.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0786867787.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0786867787.01.LZZZZZZZ.jpg"""
"0307001253;""Happy and Sad"," Grouchy and Glad (Little Golden Book)"";""Golden Books"";""1995"";""Essence Communications"";""http://images.amazon.com/images/P/0307001253.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0307001253.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0307001253.01.LZZZZZZZ.jpg"""
"0590484133;""The Magic School Bus Hops Home: A Book About Animal Habitats"";""Patricia Relf"";""1995"";""Scholastic"";""http://images.amazon.com/images/P/0590484133.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0590484133.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0590484133.01.LZZZZZZZ.jpg"""
"067982412X;""Knight At Dawn (Magic Tree House 2"," paper)"";""Mary Pope Osborne"";""1993"";""Random House Children's Books"";""http://images.amazon.com/images/P/067982412X.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/067982412X.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/067982412X.01.LZZZZZZZ.jpg"""
"0373227272;""Confiscated Conception (Harlequin Intrigue"," 727)"";""Delores Fossen"";""2003"";""Harlequin"";""http://images.amazon.com/images/P/0373227272.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0373227272.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0373227272.01.LZZZZZZZ.jpg"""
"0373872410;""Loving Ways (Love Inspired)"";""Gail Gaymer Martin"";""2003"";""Steeple Hill"";""http://images.amazon.com/images/P/0373872410.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0373872410.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0373872410.01.LZZZZZZZ.jpg"""
"0671550578;""The STAR GROUP PAPERBACK"";""Christopher Pike"";""1997"";""Simon Pulse"";""http://images.amazon.com/images/P/0671550578.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0671550578.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0671550578.01.LZZZZZZZ.jpg"""
"0671550764;""CHRISTOPHER PIKE'S TALES OF TERROR #2"";""Christopher Pike"";""1998"";""Simon Pulse"";""http://images.amazon.com/images/P/0671550764.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0671550764.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0671550764.01.LZZZZZZZ.jpg"""
"0373226918;""The Bride's Rescuer"";""Charlotte Douglas"";""2002"";""Harlequin"";""http://images.amazon.com/images/P/0373226918.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0373226918.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0373226918.01.LZZZZZZZ.jpg"""
"0761118691;""Father to Son: Life Lessons on Raising a Boy"";""Jr. Harry H. Harrison"";""2000"";""Workman Publishing"";""http://images.amazon.com/images/P/0761118691.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0761118691.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0761118691.01.LZZZZZZZ.jpg"""
"0671680080;""Star Trek V: The Final Frontier"";""J.M. Dillard"";""1989"";""Star Trek"";""http://images.amazon.com/images/P/0671680080.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0671680080.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0671680080.01.LZZZZZZZ.jpg"""
"0345354621;""The Terminal Man"";""Michael Crichton"";""1988"";""Ballantine Books"";""http://images.amazon.com/images/P/0345354621.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0345354621.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0345354621.01.LZZZZZZZ.jpg"""
"0671442686;""Restaurant at the End of the Universe"";""Douglas Adams"";""1982"";""Pocket"";""http://images.amazon.com/images/P/0671442686.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0671442686.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0671442686.01.LZZZZZZZ.jpg"""
"0671525808;""So Long and Thanks for all the Fish"";""Douglas Adams"";""1985"";""Pocket"";""http://images.amazon.com/images/P/0671525808.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0671525808.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0671525808.01.LZZZZZZZ.jpg"""
"0671684027;""Metamorphosis (Star Trek: The Next Generation)"";""Jean Lorrah"";""1990"";""Star Trek"";""http://images.amazon.com/images/P/0671684027.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0671684027.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0671684027.01.LZZZZZZZ.jpg"""
