"ISBN;""Book-Title"";""Book-Author"";""Year-Of-Publication"";""Publisher"";""Image-URL-S"";""Image-URL-M"";""Image-URL-L"""
"0515111279;""The Cat Who Wasn't There"";""Lilian Jackson Braun"";""1994"";""Jove Books"";""http://images.amazon.com/images/P/0515111279.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0515111279.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0515111279.01.LZZZZZZZ.jpg"""
"0671555235;""A Caribbean Mystery"";""Agatha Christie"";""1984"";""Pocket"";""http://images.amazon.com/images/P/0671555235.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0671555235.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0671555235.01.LZZZZZZZ.jpg"""
"1570719586;""God-Shaped Hole"";""Tiffanie DeBartolo"";""2002"";""Sourcebooks Landmark"";""http://images.amazon.com/images/P/1570719586.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/1570719586.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/1570719586.01.LZZZZZZZ.jpg"""
"3492232981;""Afrikanisches Fieber. Erfahrungen aus vierzig Jahren."";""Ryszard Kapuscinski"";""2001"";""Piper"";""http://images.amazon.com/images/P/3492232981.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/3492232981.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/3492232981.01.LZZZZZZZ.jpg"""
"0553580876;""Sympathy for the Devil"";""Kent Anderson"";""2000"";""Bantam Books"";""http://images.amazon.com/images/P/0553580876.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0553580876.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0553580876.01.LZZZZZZZ.jpg"""
"0385475713;""Alias Grace"";""Margaret Atwood"";""1996"";""Nan A. Talese"";""http://images.amazon.com/images/P/0385475713.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0385475713.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0385475713.01.LZZZZZZZ.jpg"""
"0345290232;""Third Eye"";""Rampa Lobsang"";""1980"";""Not Avail"";""http://images.amazon.com/images/P/0345290232.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0345290232.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0345290232.01.LZZZZZZZ.jpg"""
"0345441753;""Criminal Intent"";""WILLIAM BERNHARDT"";""2003"";""Fawcett"";""http://images.amazon.com/images/P/0345441753.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0345441753.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0345441753.01.LZZZZZZZ.jpg"""
"0425045250;""Exiles Trilogy From Earth"";""Ben Bova"";""1980"";""Penguin Putnam~mass"";""http://images.amazon.com/images/P/0425045250.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0425045250.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0425045250.01.LZZZZZZZ.jpg"""
"0689825234;""HABIBI"";""Naomi Shihab Nye"";""1999"";""Simon Pulse"";""http://images.amazon.com/images/P/0689825234.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0689825234.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0689825234.01.LZZZZZZZ.jpg"""
"0553375407;""Ishmael: An Adventure of the Mind and Spirit"";""Daniel Quinn"";""1995"";""Bantam"";""http://images.amazon.com/images/P/0553375407.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0553375407.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0553375407.01.LZZZZZZZ.jpg"""
"1863714081;""Edge of the sacred: Transformation in Australia"";""David J Tacey"";""1995"";""HarperCollinsPublishers"";""http://images.amazon.com/images/P/1863714081.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/1863714081.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/1863714081.01.LZZZZZZZ.jpg"""
"0151006903;""Baudolino"";""Umberto Eco"";""2002"";""Harcourt"";""http://images.amazon.com/images/P/0151006903.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0151006903.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0151006903.01.LZZZZZZZ.jpg"""
"1931561281;""The Australia Stories: A Novel"";""Todd James Pierce"";""2003"";""MacAdam/Cage Publishing"";""http://images.amazon.com/images/P/1931561281.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/1931561281.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/1931561281.01.LZZZZZZZ.jpg"""
"038080350X;""Crescent City Rhapsody"";""Kathleen Ann Goonan"";""2001"";""Eos"";""http://images.amazon.com/images/P/038080350X.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/038080350X.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/038080350X.01.LZZZZZZZ.jpg"""
"0679744479;""Written on the Body"";""Jeanette Winterson"";""1994"";""Vintage Books USA"";""http://images.amazon.com/images/P/0679744479.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0679744479.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0679744479.01.LZZZZZZZ.jpg"""
"8401466350;""Cinco días en París"";""Danielle Steel"";""1996"";""Plaza &amp; Janes Editores"," S.A."";""http://images.amazon.com/images/P/8401466350.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/8401466350.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/8401466350.01.LZZZZZZZ.jpg"""
"1562477676;""Molly Takes Flight (American Girls Short Stories)"";""Valerie Tripp"";""1999"";""Pleasant Company Publications"";""http://images.amazon.com/images/P/1562477676.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/1562477676.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/1562477676.01.LZZZZZZZ.jpg"""
"0789414708;""Pregnancy and Birth: Your Questions Answered"";""Christof Lees"";""2002"";""Dorling Kindersley"";""http://images.amazon.com/images/P/0789414708.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0789414708.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0789414708.01.LZZZZZZZ.jpg"""
"0425115801;""Lightning"";""Dean R. Koontz"";""1996"";""Berkley Publishing Group"";""http://images.amazon.com/images/P/0425115801.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0425115801.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0425115801.01.LZZZZZZZ.jpg"""
"0345454073;""The Homing"";""John Saul"";""2002"";""Ballantine Books"";""http://images.amazon.com/images/P/0345454073.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0345454073.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0345454073.01.LZZZZZZZ.jpg"""
"0312983654;""The Wire in the Blood (A Dr. Tony Hill &amp; Carol Jordan Mystery)"";""Val McDermid"";""2002"";""St. Martin's Minotaur"";""http://images.amazon.com/images/P/0312983654.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0312983654.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0312983654.01.LZZZZZZZ.jpg"""
"0671024248;""Hearts In Atlantis"";""Stephen King"";""2000"";""Pocket"";""http://images.amazon.com/images/P/0671024248.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0671024248.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0671024248.01.LZZZZZZZ.jpg"""
"0553582933;""Winter Moon"";""Dean R. Koontz"";""2001"";""Bantam Books"";""http://images.amazon.com/images/P/0553582933.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0553582933.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0553582933.01.LZZZZZZZ.jpg"""
"0671034022;""Mercy"";""Julie Garwood"";""2002"";""Pocket"";""http://images.amazon.com/images/P/0671034022.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0671034022.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0671034022.01.LZZZZZZZ.jpg"""
"0440208149;""An Acceptable Time"";""Madeleine L'Engle"";""1990"";""Laure Leaf"";""http://images.amazon.com/images/P/0440208149.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0440208149.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0440208149.01.LZZZZZZZ.jpg"""
"0451151259;""Eyes of the Dragon"";""Stephen King"";""1988"";""Penguin Putnam~mass"";""http://images.amazon.com/images/P/0451151259.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0451151259.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0451151259.01.LZZZZZZZ.jpg"""
"0375727132;""The Dive From Clausen's Pier : A Novel (Vintage Contemporaries (Paperback))"";""ANN PACKER"";""2003"";""Vintage"";""http://images.amazon.com/images/P/0375727132.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0375727132.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0375727132.01.LZZZZZZZ.jpg"""
"0446607711;""The Simple Truth"";""David Baldacci"";""1999"";""Warner Books"";""http://images.amazon.com/images/P/0446607711.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0446607711.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0446607711.01.LZZZZZZZ.jpg"""
"0765301954;""Fitcher's Brides (Fairy Tales)"";""Gregory Frost"";""2003"";""Tor Books"";""http://images.amazon.com/images/P/0765301954.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0765301954.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0765301954.01.LZZZZZZZ.jpg"""
"014029645X;""Sherlock Holmes and the Rune Stone Mystery (Sherlock Holmes Mysteries (Penguin))"";""Larry Millett"";""2000"";""Penguin Books"";""http://images.amazon.com/images/P/014029645X.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/014029645X.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/014029645X.01.LZZZZZZZ.jpg"""
"0445085614;""The Emigrants"";""Vilhelm Moberg"";""1951"";""Warner Books> C/o Little Br"";""http://images.amazon.com/images/P/0445085614.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0445085614.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0445085614.01.LZZZZZZZ.jpg"""
"0345416880;""Enchantment"";""Orson Scott Card"";""2000"";""Del Rey Books"";""http://images.amazon.com/images/P/0345416880.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0345416880.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0345416880.01.LZZZZZZZ.jpg"""
"0312874006;""Angel of Darkness (Key Books)"";""Charles de Lint"";""2002"";""Orb Books"";""http://images.amazon.com/images/P/0312874006.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0312874006.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0312874006.01.LZZZZZZZ.jpg"""
"0028621239;""The Complete Idiot's Guide to Knitting &amp; Crocheting"";""Gail Diven"";""1999"";""Alpha Books"";""http://images.amazon.com/images/P/0028621239.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0028621239.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0028621239.01.LZZZZZZZ.jpg"""
"1593080743;""The Age of Innocence"";""Edith Wharton"";""2004"";""Barnes &amp; Noble Books-Imports"";""http://images.amazon.com/images/P/1593080743.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/1593080743.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/1593080743.01.LZZZZZZZ.jpg"""
"0380771292;""Black Thorn"," White Rose"";""Ellen Datlow"";""1995"";""Eos"";""http://images.amazon.com/images/P/0380771292.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0380771292.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0380771292.01.LZZZZZZZ.jpg"""
"0805051589;""All the Way to Heaven: An American Boyhood in the Himalayas"";""Stephen Alter"";""1998"";""Henry Holt &amp; Company"";""http://images.amazon.com/images/P/0805051589.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0805051589.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0805051589.01.LZZZZZZZ.jpg"""
"0312314256;""Year's Best Fantasy and Horror: Sixteenth Edition"";""Terri Windling"";""2003"";""St. Martin's Griffin"";""http://images.amazon.com/images/P/0312314256.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0312314256.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0312314256.01.LZZZZZZZ.jpg"""
"0445202718;""Gloriana"";""Michael Moorcock"";""1986"";""Warner Books"";""http://images.amazon.com/images/P/0445202718.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0445202718.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0445202718.01.LZZZZZZZ.jpg"""
"0316136778;""Love and Longing in Bombay : Stories"";""Vikram Chandra"";""1998"";""Back Bay Books"";""http://images.amazon.com/images/P/0316136778.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0316136778.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0316136778.01.LZZZZZZZ.jpg"""
"0385483503;""Arranged Marriage: Stories"";""Chitra Banerjee Divakaruni"";""1996"";""Anchor"";""http://images.amazon.com/images/P/0385483503.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0385483503.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0385483503.01.LZZZZZZZ.jpg"""
"0590486101;""Black Beauty (Apple Classics)"";""Anna Sewell"";""1994"";""Scholastic Paperbacks"";""http://images.amazon.com/images/P/0590486101.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0590486101.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0590486101.01.LZZZZZZZ.jpg"""
"0060187271;""The Last Report on the Miracles at Little No Horse"";""Louise Erdrich"";""2001"";""HarperCollins Publishers"";""http://images.amazon.com/images/P/0060187271.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0060187271.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0060187271.01.LZZZZZZZ.jpg"""
"0385497288;""The Unknown Errors of Our Lives: Stories"";""Chitra Banerjee Divakaruni"";""2002"";""Anchor Books/Doubleday"";""http://images.amazon.com/images/P/0385497288.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0385497288.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0385497288.01.LZZZZZZZ.jpg"""
"038548951X;""Sister of My Heart"";""Chitra Banerjee Divakaruni"";""2000"";""Anchor Pub"";""http://images.amazon.com/images/P/038548951X.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/038548951X.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/038548951X.01.LZZZZZZZ.jpg"""
"0345386256;""A Guide to the Star Wars Universe"";""Bill Slavicsek"";""1994"";""Del Rey Books"";""http://images.amazon.com/images/P/0345386256.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0345386256.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0345386256.01.LZZZZZZZ.jpg"""
"0879517980;""The Book of the Dead (The Paradys Series "," Vol 3)"";""Tanith Lee"";""1997"";""Overlook Press"";""http://images.amazon.com/images/P/0879517980.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0879517980.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0879517980.01.LZZZZZZZ.jpg"""
"0131554255;""Calliope's Sisters: A Comparative Study of Philosophies of Art"";""Richard L. Anderson"";""1989"";""Pearson Education"";""http://images.amazon.com/images/P/0131554255.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0131554255.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0131554255.01.LZZZZZZZ.jpg"""
"0679725164;""No Exit and Three Other Plays (Vintage International)"";""Jean Paul Sartre"";""1989"";""Vintage Books USA"";""http://images.amazon.com/images/P/0679725164.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0679725164.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0679725164.01.LZZZZZZZ.jpg"""
"061830245X;""Crackpots : A Novel"";""Sara Pritchard"";""2003"";""Mariner Books"";""http://images.amazon.com/images/P/061830245X.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/061830245X.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/061830245X.01.LZZZZZZZ.jpg"""
"006015456X;""Always Coming Home/Paperback Book and Cassette"";""Ursula K. Le Guin"";""1985"";""Harperaudio"";""http://images.amazon.com/images/P/006015456X.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/006015456X.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/006015456X.01.LZZZZZZZ.jpg"""
"0312278675;""Steppenwolf: A Novel"";""Hermann Hesse"";""2002"";""Picador"";""http://images.amazon.com/images/P/0312278675.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0312278675.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0312278675.01.LZZZZZZZ.jpg"""
"0060512806;""Cryptonomicon"";""Neal Stephenson"";""2002"";""Avon Books"";""http://images.amazon.com/images/P/0060512806.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0060512806.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0060512806.01.LZZZZZZZ.jpg"""
"0060901012;""Brave New World &amp; Brave New World Revisited"";""Aldous Huxley"";""1942"";""Perennial"";""http://images.amazon.com/images/P/0060901012.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0060901012.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0060901012.01.LZZZZZZZ.jpg"""
"0060930071;""The Antelope Wife : A Novel"";""Louise Erdrich"";""1999"";""Perennial"";""http://images.amazon.com/images/P/0060930071.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0060930071.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0060930071.01.LZZZZZZZ.jpg"""
"0060972459;""Tracks RI"";""Louise Erdrich"";""2004"";""Perennial"";""http://images.amazon.com/images/P/0060972459.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0060972459.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0060972459.01.LZZZZZZZ.jpg"""
"0805012478;""Steppenwolf"";""Hermann Hesse"";""1990"";""Henry Holt &amp; Company"";""http://images.amazon.com/images/P/0805012478.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0805012478.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0805012478.01.LZZZZZZZ.jpg"""
"0060975547;""Love Medicine"";""Louise Erdrich"";""1993"";""Perennial"";""http://images.amazon.com/images/P/0060975547.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0060975547.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0060975547.01.LZZZZZZZ.jpg"""
"0375704000;""Freedom Song: Three Novels"";""Amit Chaudhuri"";""2000"";""Vintage Books USA"";""http://images.amazon.com/images/P/0375704000.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0375704000.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0375704000.01.LZZZZZZZ.jpg"""
"0609806505;""Guenevere"," Queen of the Summer Country (Guenevere Novels (Paperback))"";""ROSALIND MILES"";""2000"";""Three Rivers Press"";""http://images.amazon.com/images/P/0609806505.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0609806505.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0609806505.01.LZZZZZZZ.jpg"""
"0965624773;""Finding Laura Buggs"";""Stanley Gordon West"";""1999"";""Lexington-Marshall Pub."";""http://images.amazon.com/images/P/0965624773.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0965624773.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0965624773.01.LZZZZZZZ.jpg"""
"0060977507;""The Beet Queen : A Novel"";""Louise Erdrich"";""1998"";""Perennial"";""http://images.amazon.com/images/P/0060977507.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0060977507.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0060977507.01.LZZZZZZZ.jpg"""
"055326396X;""Arctic Dreams: Imagination and Desire in a Northern Landscape"";""Barry Lopez"";""1993"";""Bantam Books"";""http://images.amazon.com/images/P/055326396X.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/055326396X.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/055326396X.01.LZZZZZZZ.jpg"""
"0812505166;""Wuthering Heights"";""Emily Bronte"";""1989"";""Tor Classics"";""http://images.amazon.com/images/P/0812505166.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0812505166.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0812505166.01.LZZZZZZZ.jpg"""
"0440234824;""The Sibyl in Her Grave"";""Sarah Caudwell"";""2001"";""Dell Publishing Company"";""http://images.amazon.com/images/P/0440234824.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0440234824.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0440234824.01.LZZZZZZZ.jpg"""
"0393312801;""The Acid House"";""Irvine Welsh"";""1995"";""W. W. Norton &amp; Company"";""http://images.amazon.com/images/P/0393312801.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0393312801.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0393312801.01.LZZZZZZZ.jpg"""
"0446525804;""Last Man Standing"";""David Baldacci"";""2001"";""Warner Books"";""http://images.amazon.com/images/P/0446525804.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0446525804.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0446525804.01.LZZZZZZZ.jpg"""
"0446516570;""Up Country: A Novel"";""Nelson DeMille"";""2002"";""Warner Books"";""http://images.amazon.com/images/P/0446516570.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0446516570.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0446516570.01.LZZZZZZZ.jpg"""
"0312868308;""Flesh and Gold"";""Phyllis Gotlieb"";""1999"";""Tor Books"";""http://images.amazon.com/images/P/0312868308.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0312868308.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0312868308.01.LZZZZZZZ.jpg"""
"0380752298;""The White Raven"";""Dianna L. Paxson"";""1989"";""Harper Mass Market Paperbacks (Mm)"";""http://images.amazon.com/images/P/0380752298.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0380752298.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0380752298.01.LZZZZZZZ.jpg"""
"0345434773;""Evensong (Ballantine Reader's Circle)"";""Gail Godwin"";""2000"";""Ballantine Books"";""http://images.amazon.com/images/P/0345434773.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0345434773.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0345434773.01.LZZZZZZZ.jpg"""
"0786005998;""Dare to Dream"";""Wynema McGowan"";""1998"";""Pinnacle Books"";""http://images.amazon.com/images/P/0786005998.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0786005998.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0786005998.01.LZZZZZZZ.jpg"""
"0385254520;""Keeper n' Me"";""RICHARD WAGAMESE"";""1994"";""Anchor Canada"";""http://images.amazon.com/images/P/0385254520.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0385254520.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0385254520.01.LZZZZZZZ.jpg"""
"0060170441;""Eat Smart"," Think Smart: How to Use Nutrients and Supplements to Achieve Maximum Mental and Physical Performance"";""Robert Haas"";""1994"";""Harpercollins"";""http://images.amazon.com/images/P/0060170441.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0060170441.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0060170441.01.LZZZZZZZ.jpg"""
