"ISBN;""Book-Title"";""Book-Author"";""Year-Of-Publication"";""Publisher"";""Image-URL-S"";""Image-URL-M"";""Image-URL-L"""
"0803722907;""A Long Way from Chicago: A Novel in Stories (Newbery Honor Book"," 1999)"";""Richard Peck"";""1998"";""Dial Books"";""http://images.amazon.com/images/P/0803722907.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0803722907.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0803722907.01.LZZZZZZZ.jpg"""
"0060987561;""I Know This Much Is True"";""Wally Lamb"";""1999"";""Regan Books"";""http://images.amazon.com/images/P/0060987561.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0060987561.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0060987561.01.LZZZZZZZ.jpg"""
"0842314296;""Hinds' Feet on High Places"";""Hannah Hurnard"";""1997"";""Living Books"";""http://images.amazon.com/images/P/0842314296.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0842314296.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0842314296.01.LZZZZZZZ.jpg"""
"1880089858;""Woman"," Thou Art Loosed: Healing the Wounds of the Past"";""T. D. Jakes"";""1994"";""Bethany House Publishers"";""http://images.amazon.com/images/P/1880089858.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/1880089858.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/1880089858.01.LZZZZZZZ.jpg"""
"0312265867;""To the Nines: A Stephanie Plum Novel"";""Janet Evanovich"";""2003"";""St. Martin's Press"";""http://images.amazon.com/images/P/0312265867.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0312265867.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0312265867.01.LZZZZZZZ.jpg"""
"055328424X;""Talent"";""Howard Kaminsky"";""1990"";""Bantam Books"";""http://images.amazon.com/images/P/055328424X.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/055328424X.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/055328424X.01.LZZZZZZZ.jpg"""
"0373250290;""Carrie Pilby (Red Dress Ink (Paperback))"";""Caren Lissner"";""2003"";""Red Dress Ink"";""http://images.amazon.com/images/P/0373250290.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0373250290.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0373250290.01.LZZZZZZZ.jpg"""
"1844262553;""Free"";""Paul Vincent"";""2003"";""Upfront Publishing"";""http://images.amazon.com/images/P/1844262553.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/1844262553.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/1844262553.01.LZZZZZZZ.jpg"""
"3442411580;""Die L�?¶win von Aquitanien. Roman."";""Tanja Kinkel"";""1991"";""Goldmann"";""http://images.amazon.com/images/P/3442411580.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/3442411580.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/3442411580.01.LZZZZZZZ.jpg"""
"3548600867;""Die Totenw�?¤scherin."";""Helga Hegewisch"";""2001"";""Ullstein TB-Vlg"";""http://images.amazon.com/images/P/3548600867.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/3548600867.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/3548600867.01.LZZZZZZZ.jpg"""
"3596124166;""Flush. Eine Biographie."";""Virginia Woolf"";""1994"";""Fischer (Tb.)"," Frankfurt"";""http://images.amazon.com/images/P/3596124166.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/3596124166.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/3596124166.01.LZZZZZZZ.jpg"""
"3257227809;""Venezianisches Finale. Commissario Brunettis erster Fall."";""Donna Leon"";""1995"";""Diogenes Verlag"";""http://images.amazon.com/images/P/3257227809.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/3257227809.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/3257227809.01.LZZZZZZZ.jpg"""
"344244392X;""Das Tagebuch Der Bridget Jones"";""Helen Fielding"";""2000"";""Wilhelm Goldmann Verlag"," GmbH"";""http://images.amazon.com/images/P/344244392X.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/344244392X.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/344244392X.01.LZZZZZZZ.jpg"""
"3546001575;""Der Geschichtenmacher."";""Kjell Johansson"";""1999"";""Claassen Verlag"";""http://images.amazon.com/images/P/3546001575.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/3546001575.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/3546001575.01.LZZZZZZZ.jpg"""
"0525945172;""The Experiment"";""John Darnton"";""1999"";""Penguin USA"";""http://images.amazon.com/images/P/0525945172.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0525945172.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0525945172.01.LZZZZZZZ.jpg"""
"3462029916;""Wie Ich Einmal Die Welt Rettete (Beck-Texte Im Dtv)"";""Ahne"";""2001"";""Kiepenheuer &amp; Witsch GmbH &amp; Co. KG"," Verlag"";""http://images.amazon.com/images/P/3462029916.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/3462029916.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/3462029916.01.LZZZZZZZ.jpg"""
"3423203668;""Die f�?¼nfte Frau."";""Henning Mankell"";""2000"";""Dtv"";""http://images.amazon.com/images/P/3423203668.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/3423203668.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/3423203668.01.LZZZZZZZ.jpg"""
"3423204206;""Die falsche F�?¤hrte."";""Henning Mankell"";""2001"";""Dtv"";""http://images.amazon.com/images/P/3423204206.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/3423204206.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/3423204206.01.LZZZZZZZ.jpg"""
"0152008772;""Hang a Thousand Trees with Ribbons: The Story of Phillis Wheatley"";""Ann Rinaldi"";""1996"";""Gulliver Books Paperbacks"";""http://images.amazon.com/images/P/0152008772.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0152008772.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0152008772.01.LZZZZZZZ.jpg"""
"0312150601;""Behind the Scenes at the Museum : A Novel"";""Kate Atkinson"";""1999"";""Picador"";""http://images.amazon.com/images/P/0312150601.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0312150601.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0312150601.01.LZZZZZZZ.jpg"""
"0671899619;""Fast Forward"";""Judy Mercer"";""1997"";""Pocket"";""http://images.amazon.com/images/P/0671899619.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0671899619.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0671899619.01.LZZZZZZZ.jpg"""
"0061099694;""Hill Towns"";""Anne Rivers Siddons"";""1994"";""HarperTorch"";""http://images.amazon.com/images/P/0061099694.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0061099694.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0061099694.01.LZZZZZZZ.jpg"""
"0446603309;""The Witness"";""Sandra Brown"";""1996"";""Warner Books"";""http://images.amazon.com/images/P/0446603309.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0446603309.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0446603309.01.LZZZZZZZ.jpg"""
"0345302745;""Speaker of Mandarin"";""Ruth Rendell"";""1990"";""Fawcett Books"";""http://images.amazon.com/images/P/0345302745.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0345302745.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0345302745.01.LZZZZZZZ.jpg"""
"0671881957;""KISS AND TELL (NANCY DREW FILES 104) : KISS AND TELL"";""Carolyn Keene"";""1995"";""Simon Pulse"";""http://images.amazon.com/images/P/0671881957.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0671881957.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0671881957.01.LZZZZZZZ.jpg"""
"0786881852;""Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series)"";""Richard Carlson"";""1997"";""Hyperion"";""http://images.amazon.com/images/P/0786881852.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0786881852.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0786881852.01.LZZZZZZZ.jpg"""
"0310240972;""Ten Secrets for the Man in the Mirror"";""Patrick Morley"";""2000"";""Zondervan Publishing House"";""http://images.amazon.com/images/P/0310240972.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0310240972.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0310240972.01.LZZZZZZZ.jpg"""
"0440170370;""Player Piano"";""Kurt Vonnegut"";""1997"";""Dell Publishing Company"";""http://images.amazon.com/images/P/0440170370.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0440170370.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0440170370.01.LZZZZZZZ.jpg"""
"034524575X;""Something Happened"";""Joseph Heller"";""1975"";""Ballantine Books"";""http://images.amazon.com/images/P/034524575X.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/034524575X.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/034524575X.01.LZZZZZZZ.jpg"""
"0345413873;""Monster : A Novel (Alex Delaware Novels (Paperback))"";""JONATHAN KELLERMAN"";""2000"";""Ballantine Books"";""http://images.amazon.com/images/P/0345413873.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0345413873.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0345413873.01.LZZZZZZZ.jpg"""
"0380726262;""Moon Music (Peter Decker &amp; Rina Lazarus Novels (Paperback))"";""Faye Kellerman"";""1999"";""Avon"";""http://images.amazon.com/images/P/0380726262.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0380726262.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0380726262.01.LZZZZZZZ.jpg"""
"0671881965;""STOLEN AFFECTIONS (NANCY DREW FILES 105) : STOLEN AFFECTIONS"";""Carolyn Keene"";""1995"";""Simon Pulse"";""http://images.amazon.com/images/P/0671881965.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0671881965.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0671881965.01.LZZZZZZZ.jpg"""
"0671881981;""ANYTHING FOR LOVE (NANCY DREW FILES 107) : ANYTHING FOR LOVE (Nancy Drew Files (Paperback))"";""Carolyn Keene"";""1995"";""Simon Pulse"";""http://images.amazon.com/images/P/0671881981.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0671881981.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0671881981.01.LZZZZZZZ.jpg"""
"0671881930;""COUNTERFEIT CHRISTMAS (NANCY DREW FILES 102) : COUNTERFEIT CHRISTMAS (Nancy Drew Files (Paperback))"";""Carolyn Keene"";""1994"";""Simon Pulse"";""http://images.amazon.com/images/P/0671881930.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0671881930.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0671881930.01.LZZZZZZZ.jpg"""
"0671881949;""HEART OF ICE (NANCY DREW FILES 103) : HEART OF ICE (Nancy Drew Files (Paperback))"";""Carolyn Keene"";""1995"";""Simon Pulse"";""http://images.amazon.com/images/P/0671881949.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0671881949.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0671881949.01.LZZZZZZZ.jpg"""
"0590419293;""Prom Dress"";""Lael Littke"";""1989"";""Scholastic Paperbacks"";""http://images.amazon.com/images/P/0590419293.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0590419293.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0590419293.01.LZZZZZZZ.jpg"""
"0671896768;""Crossover (Star Trek: The Next Generation)"";""Michael Jan Friedman"";""1996"";""Star Trek"";""http://images.amazon.com/images/P/0671896768.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0671896768.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0671896768.01.LZZZZZZZ.jpg"""
"0064410129;""The Carnivorous Carnival (A Series of Unfortunate Events"," Book 9)"";""Lemony Snicket"";""2002"";""HarperCollins"";""http://images.amazon.com/images/P/0064410129.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0064410129.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0064410129.01.LZZZZZZZ.jpg"""
"0553267736;""American Revolutionary (Time Machine No 10)"";""Arthur Byron Cover"";""1987"";""Starfire"";""http://images.amazon.com/images/P/0553267736.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0553267736.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0553267736.01.LZZZZZZZ.jpg"""
"055325636X;""Terror on Kabran (Escape from Tenopia"," No 3)"";""Richard Brightfield"";""1986"";""Bantam Books"";""http://images.amazon.com/images/P/055325636X.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/055325636X.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/055325636X.01.LZZZZZZZ.jpg"""
"0553254723;""Tenopia Island (Escape from Tenopia"," No 1)"";""Edward Packard"";""1986"";""Bantam Books"";""http://images.amazon.com/images/P/0553254723.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0553254723.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0553254723.01.LZZZZZZZ.jpg"""
"0553801309;""A Place of Hiding"";""ELIZABETH GEORGE"";""2003"";""Bantam"";""http://images.amazon.com/images/P/0553801309.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0553801309.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0553801309.01.LZZZZZZZ.jpg"""
"0445210214;""Mythology 101 (Questar Fantasy)"";""Jody Lynn Nye"";""1993"";""Warner Books"";""http://images.amazon.com/images/P/0445210214.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0445210214.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0445210214.01.LZZZZZZZ.jpg"""
"0375719350;""The Man Who Japed"";""Philip K. Dick"";""2002"";""Vintage Books USA"";""http://images.amazon.com/images/P/0375719350.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0375719350.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0375719350.01.LZZZZZZZ.jpg"""
"0345334302;""Ringworld Engineers"";""Larry Niven"";""1990"";""Del Rey Books"";""http://images.amazon.com/images/P/0345334302.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0345334302.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0345334302.01.LZZZZZZZ.jpg"""
"0380773945;""Magicnet"";""John Dechancie"";""1994"";""Harper Mass Market Paperbacks (Mm)"";""http://images.amazon.com/images/P/0380773945.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0380773945.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0380773945.01.LZZZZZZZ.jpg"""
"0345373413;""The Quicksilver Screen"";""Don H. Debrandt"";""1992"";""Del Rey Books"";""http://images.amazon.com/images/P/0345373413.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0345373413.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0345373413.01.LZZZZZZZ.jpg"""
"0345348176;""From Doon With Death"";""Ruth Rendell"";""1990"";""Fawcett Books"";""http://images.amazon.com/images/P/0345348176.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0345348176.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0345348176.01.LZZZZZZZ.jpg"""
"0679802614;""Magic Elizabeth"";""Norma Kassirer"";""1990"";""Random House Childrens Books"";""http://images.amazon.com/images/P/0679802614.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0679802614.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0679802614.01.LZZZZZZZ.jpg"""
"0590428098;""Yours Truly"," Shirley"";""Ann M. Martin"";""1990"";""Scholastic Paperbacks (Mm)"";""http://images.amazon.com/images/P/0590428098.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0590428098.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0590428098.01.LZZZZZZZ.jpg"""
"0671702920;""ROSY'S ROMANCE"";""Sheila Greenwald"";""1990"";""Aladdin"";""http://images.amazon.com/images/P/0671702920.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0671702920.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0671702920.01.LZZZZZZZ.jpg"""
"0380757893;""Witch House"";""Norma Tadlock Johnson"";""1990"";""Harpercollins Juvenile Books"";""http://images.amazon.com/images/P/0380757893.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0380757893.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0380757893.01.LZZZZZZZ.jpg"""
"0440400759;""Just As Long As We're Together"";""Judy Blume"";""1988"";""Yearling Books"";""http://images.amazon.com/images/P/0440400759.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0440400759.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0440400759.01.LZZZZZZZ.jpg"""
"0590414976;""Junior High Jitters (Junior High"," No 1)"";""M.L. Kenyon"";""1987"";""Scholastic Paperbacks (Mm)"";""http://images.amazon.com/images/P/0590414976.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0590414976.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0590414976.01.LZZZZZZZ.jpg"""
"0684874318;""Flesh And Blood"";""Michael Cunningham"";""1996"";""Touchstone"";""http://images.amazon.com/images/P/0684874318.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0684874318.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0684874318.01.LZZZZZZZ.jpg"""
"037570387X;""The Autograph Man: A Novel (Vintage International (Paperback))"";""Zadie Smith"";""2003"";""Vintage Books USA"";""http://images.amazon.com/images/P/037570387X.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/037570387X.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/037570387X.01.LZZZZZZZ.jpg"""
"0451452925;""Sisters in Fantasy"";""Susan Shwartz"";""1995"";""Roc"";""http://images.amazon.com/images/P/0451452925.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0451452925.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0451452925.01.LZZZZZZZ.jpg"""
"1559029838;""Call of the Wild"";""Jack London"";""0"";""Selldowns/no More Orders"";""http://images.amazon.com/images/P/1559029838.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/1559029838.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/1559029838.01.LZZZZZZZ.jpg"""
"0590414658;""Just a Little Bit Lost"";""Laurel Trivelpiece"";""1988"";""Scholastic Paperbacks"";""http://images.amazon.com/images/P/0590414658.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0590414658.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0590414658.01.LZZZZZZZ.jpg"""
"0671674919;""The SUSPECT NEXT DOOR NANCY DREW FILES #39 (The Nancy Drew Files Case"," No 39)"";""Carolyn Keene"";""1989"";""Simon Pulse"";""http://images.amazon.com/images/P/0671674919.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0671674919.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0671674919.01.LZZZZZZZ.jpg"""
"0441048862;""Barbary"";""Vonda N. McIntyre"";""1993"";""Ace Books"";""http://images.amazon.com/images/P/0441048862.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0441048862.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0441048862.01.LZZZZZZZ.jpg"""
"0553271547;""SEARCH FOR DINOSAURS (Time Machine"," No 2)"";""DAVID BISCHOFF"";""1984"";""Starfire"";""http://images.amazon.com/images/P/0553271547.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0553271547.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0553271547.01.LZZZZZZZ.jpg"""
"0553272004;""Civil War Secret Agent (Time Machine"," No 5)"";""Steve Perry"";""1985"";""Starfire"";""http://images.amazon.com/images/P/0553272004.01.THUMBZZZ.jpg"";""http://images.amazon.com/images/P/0553272004.01.MZZZZZZZ.jpg"";""http://images.amazon.com/images/P/0553272004.01.LZZZZZZZ.jpg"""
