User_ID,ISBN,Book_Rating
100845,0312143370,6
100845,0446364193,6
100845,0439095026,2
100845,3492207006,1
100845,0446300101,2
100845,0312906552,7
100845,0553202294,6
100845,0684864320,8
100845,0553802488,4
100845,0743470389,6
100845,0679423079,7
100845,8445071777,3
100845,0380002450,7
100845,2253007102,9
100845,0590629719,7
100845,0446602086,3
100845,0062770500,6
100845,0891091963,5
100845,0140345809,8
100845,0380792664,5
100845,0425178242,6
100845,0743201078,2
100845,0590481371,6
100845,0345425294,4
100845,0786868716,3
100845,3502670005,4
100845,0842329129,1
100845,0684824442,3
100845,0375726403,7
100845,0440130913,7
100845,3442724686,4
100845,0060973129,10
100845,0374386676,7
100845,0684180200,6
100845,0061052523,6
100845,0805056491,7
100845,1573229148,7
100845,074322678X,1
100845,0245542957,4
100845,0345313860,6
100845,1842040154,4
100845,0679450440,10
100845,0671867156,3
100845,0316666343,2
100845,0425181111,3
100845,8466601090,4
100845,0804106304,10
100845,0571197639,5
100845,0819154946,8
100845,8427007450,5
100845,0446394521,4
100845,1567920047,8
100845,0425142485,2
100845,0373196989,1
100845,0451406923,9
100845,2253005274,2
100845,0590021117,3
100845,1563892278,3
100845,080411952X,7
100845,0385336772,4
100845,0375705856,5
100845,0517577402,2
100845,0446310786,7
100845,0380732688,5
100845,0446523992,6
100845,0866119566,2
100845,3423241489,1
100845,1841952931,5
100845,0385316895,10
100845,2253148539,10
100845,8483007010,1
100845,0966986105,5
100845,0375823468,7
100845,067170124X,3
100366,0679310002,9
100366,006052779X,6
100366,2070334368,8
100366,084994371X,6
100366,0895872102,4
100366,0061050474,2
100366,0486206173,1
100366,0061042943,1
100366,0451162072,1
100366,3498020862,6
100366,0312143370,4
100366,0446364193,2
100366,0439095026,7
100366,3492207006,7
100366,0446300101,2
100366,0312906552,5
100366,0553202294,5
100366,0684864320,7
100366,0553802488,3
100366,0743470389,1
100366,0679423079,8
100366,8445071777,5
100366,0380002450,5
100366,2253007102,9
100366,0590629719,4
100366,0446602086,7
100366,0062770500,7
100366,0891091963,3
100366,0140345809,8
100366,0380792664,4
100366,0425178242,2
100366,0743201078,5
100366,0590481371,5
100366,0345425294,4
100366,0786868716,4
100366,3502670005,5
100366,0842329129,2
100366,0684824442,4
100366,0375726403,10
100366,0440130913,7
100366,3442724686,3
100366,0060973129,8
100366,0374386676,7
100366,0684180200,1
100366,0061052523,4
100366,0805056491,7
100366,1573229148,6
100366,074322678X,5
100366,0245542957,4
100366,0345313860,3
100366,1842040154,3
100366,0679450440,10
100366,0671867156,6
100366,0316666343,7
100366,0425181111,4
100366,8466601090,2
100366,0804106304,9
100366,0571197639,6
100366,0819154946,9
100366,8427007450,5
100366,0872200760,3
100366,0425166619,2
100366,074322678X,7
100366,0812575482,7
100366,0061052515,6
100366,8478884963,5
100366,1881320189,1
100366,0416196772,7
100366,1879384493,3
100366,0446610178,6
100366,0771074670,2
100366,0670855758,8
100366,0399148582,3
100366,0316693006,5
100366,0399147128,3
100366,0385424728,1
100366,0590450875,4
100366,0609606727,3
100366,0152012966,1
100366,1928791107,7
100366,0385316895,10
100366,8807120194,4
100366,0060913509,6
100366,0812524853,2
100366,1573225126,5
100366,0743245024,10
100366,0385333404,10
100366,0316735027,2
100366,0747538069,6
100366,0804111359,1
100366,0451205421,2
100366,0451523318,6
100366,0385493800,5
100366,1841952931,6
100366,067170124X,4
100366,0743462335,6
100366,0743486226,4
100366,0395710901,10
100366,044661162X,4
100366,0937858994,6
100366,0312977905,1
100366,068983585X,5
100366,3257233051,7
100366,0553212583,1
100366,0060925000,3
100366,0553576925,5
100366,0446605484,6
100366,0679767789,6
100366,0805063897,7
100912,0679310002,10
100912,006052779X,6
100912,2070334368,9
100912,084994371X,4
100912,0895872102,3
100912,0061050474,5
100912,0486206173,7
100912,0061042943,1
100912,0451162072,6
100912,3498020862,2
100912,0312143370,5
100912,0446364193,7
100912,0439095026,3
100912,3492207006,2
100912,0446300101,7
100912,0312906552,5
100912,0553202294,3
100912,0684864320,10
100912,0553802488,4
100912,0743470389,3
100912,0679423079,7
100912,8445071777,4
100912,0380002450,5
100912,2253007102,10
100912,0590629719,1
100912,0446602086,2
100912,0062770500,3
100912,0891091963,5
100912,0140345809,7
100912,0380792664,1
100912,0425178242,3
100912,0743201078,5
100912,0590481371,6
100912,0345425294,5
100912,0786868716,6
100912,3502670005,5
100912,0842329129,1
100912,0684824442,7
100912,0375726403,8
100912,0440130913,6
100912,3442724686,6
100912,0060973129,9
100912,0374386676,7
100912,0684180200,2
100912,0061052523,7
100912,0805056491,8
100912,1573229148,1
100912,074322678X,5
100912,0245542957,5
100912,0345313860,2
100912,1842040154,7
100912,0679450440,9
100912,0671867156,6
100912,0316666343,6
100912,0425181111,7
100912,8466601090,4
100912,0804106304,9
100912,0571197639,1
100912,0819154946,7
100912,8427007450,7
100912,0385336772,5
100912,0385511612,1
100912,074322678X,6
100912,080411952X,2
100912,3746670055,7
100912,3423241489,6
100912,0449131548,4
100912,0439221714,3
100912,0965746828,7
100912,0312287240,6
100912,0140292918,7
100912,0439095026,3
100912,1880185008,3
100912,0486281965,5
100912,8486433193,7
100912,0618119760,2
100562,0679310002,9
100562,006052779X,1
100562,2070334368,7
100562,084994371X,4
100562,0895872102,1
100562,0061050474,5
100562,0486206173,2
100562,0061042943,6
100562,0451162072,6
100562,3498020862,5
100562,0312143370,5
100562,0446364193,3
100562,0439095026,5
100562,3492207006,2
100562,0446300101,3
100562,0312906552,5
100562,0553202294,4
100562,0684864320,7
100562,0553802488,6
100562,0743470389,1
100562,0679423079,9
100562,8445071777,1
100562,0380002450,5
100562,2253007102,8
100562,0590629719,7
100562,0446602086,4
100562,0062770500,2
100562,0891091963,1
100562,0140345809,8
100562,0380792664,6
100562,0425178242,5
100562,0743201078,2
100562,0590481371,1
100562,0345425294,2
100562,0786868716,4
100562,3502670005,4
100562,0842329129,6
100562,0684824442,2
100562,0375726403,9
100562,0440130913,1
100562,3442724686,5
100562,0060973129,8
100562,0374386676,8
100562,0684180200,2
100562,0061052523,7
100562,0805056491,7
100562,1573229148,4
100562,074322678X,6
100562,0245542957,4
100562,0345313860,1
100562,1842040154,1
100562,0679450440,9
100562,0671867156,5
100562,0316666343,1
100562,0425181111,2
100562,8466601090,4
100562,0804106304,9
100562,0571197639,2
100562,0819154946,7
100562,8427007450,5
100562,1573229571,4
100562,055358099X,5
100562,0399148582,3
100562,0345353625,7
100562,0947782141,8
100562,0425178242,3
100562,0151001006,1
100562,1561672033,6
100562,0684864320,7
100562,0684868911,3
100562,0345428900,7
100562,0451527747,7
100562,0553101439,2
100562,0060938412,8
100562,0140107649,8
100562,0060930365,5
100562,0670815373,8
100562,0345372700,2
100562,0787955671,1
100562,1562477528,8
100562,0449002632,2
100562,0060976845,5
100562,3498020862,4
100562,0743444167,2
100562,0345441133,2
100562,0446325805,7
100562,0380815923,6
100562,1853260673,2
100562,0679450440,7
100562,0440122090,4
100562,0374157065,2
100562,3548254268,6
100562,0385497466,7
100562,0553285343,2
100562,0767903579,3
100562,0872200760,5
100562,0451625889,6
100562,1569871213,4
100562,0767908473,3
100562,0064472264,2
100562,0451203046,3
100562,0743486226,5
100562,0425176428,4
100562,0064470113,7
100562,0451195663,4
100562,0590406019,3
100562,0451456548,4
100562,0060801263,5
100562,0440235057,8
100562,1414035004,1
100562,0446612618,2
100562,0060938455,4
100562,0449131548,6
100562,0688180639,3
100562,0198320264,9
100562,0345369068,3
100562,0449005615,4
100562,0060013117,2
100084,0679310002,8
100084,006052779X,2
100084,2070334368,10
100084,084994371X,2
100084,0895872102,1
100084,0061050474,2
100084,0486206173,4
100084,0061042943,2
100084,0451162072,7
100084,3498020862,6
100084,0312143370,6
100084,0446364193,3
100084,0439095026,6
100084,3492207006,2
100084,0446300101,4
100084,0312906552,3
100084,0553202294,4
100084,0684864320,9
100084,0553802488,7
100084,0743470389,5
100084,0679423079,8
100084,8445071777,7
100084,0380002450,7
100084,2253007102,9
100084,0590629719,3
100084,0446602086,5
100084,0062770500,6
100084,0891091963,5
100084,0140345809,10
100084,0380792664,6
100084,0425178242,7
100084,0743201078,2
100084,0590481371,6
100084,0345425294,3
100084,0786868716,2
100084,3502670005,2
100084,0842329129,2
100084,0684824442,7
100084,0375726403,8
100084,0440130913,3
100084,3442724686,1
100084,0060973129,8
100084,0374386676,10
100084,0684180200,2
100084,0061052523,6
100084,0805056491,9
100084,1573229148,5
100084,074322678X,4
100084,0245542957,6
100084,0345313860,3
100084,1842040154,6
100084,0679450440,8
100084,0671867156,2
100084,0316666343,3
100084,0425181111,1
100084,8466601090,5
100084,0804106304,10
100084,0571197639,2
100084,0819154946,9
100084,8427007450,4
100084,1903019699,1
100084,2253148539,8
100084,039914370X,3
100084,0553574167,3
100084,0812524853,6
100084,0571197639,5
100084,0385493800,5
100084,0807070718,7
100084,0446364193,6
100084,0399148582,3
100084,9724119378,7
100084,0553279572,6
100084,0140620664,8
100084,0671002481,3
100084,0385335407,1
100084,8474103347,4
100084,0679442790,8
100084,0449911683,7
100084,0440122090,7
100084,0836230868,5
100084,0849943728,7
100084,0843136685,1
100084,038533334X,7
100084,0553574175,7
100084,0743206045,5
100084,887641486X,5
100084,0380788497,7
100084,0380792664,7
100084,8483007010,5
100084,0671042858,2
100084,0753804700,9
100084,0927545373,3
100084,0449202631,3
100084,0064405052,4
100084,0440226104,4
100084,0449245691,4
100084,0743403843,7
100084,8483002523,2
100084,0375823352,2
100084,0195153448,10
100084,1841721522,6
100084,0767905938,4
100084,0671027360,3
100084,0316735027,7
100084,0374386676,8
100084,0060804157,7
100084,0812519655,1
100084,0971880107,3
100084,067976397X,8
100084,0152012966,5
100084,0972044205,2
100084,0312283784,6
100084,0449207544,6
100084,0743458303,4
100084,0890877564,1
100084,044023722X,1
100132,0679310002,7
100132,006052779X,1
100132,2070334368,8
100132,084994371X,1
100132,0895872102,5
100132,0061050474,5
100132,0486206173,3
100132,0061042943,3
100132,0451162072,4
100132,3498020862,3
100132,0312143370,6
100132,0446364193,6
100132,0439095026,6
100132,3492207006,1
100132,0446300101,5
100132,0312906552,4
100132,0553202294,7
100132,0684864320,8
100132,0553802488,2
100132,0743470389,4
100132,0679423079,9
100132,8445071777,1
100132,0380002450,3
100132,2253007102,8
100132,0590629719,2
100132,0446602086,6
100132,0062770500,7
100132,0891091963,7
100132,0140345809,9
100132,0380792664,2
100132,0425178242,4
100132,0743201078,3
100132,0590481371,3
100132,0345425294,7
100132,0786868716,7
100132,3502670005,2
100132,0842329129,4
100132,0684824442,1
100132,0375726403,8
100132,0440130913,6
100132,3442724686,1
100132,0060973129,9
100132,0374386676,9
100132,0684180200,3
100132,0061052523,1
100132,0805056491,8
100132,1573229148,3
100132,074322678X,5
100132,0245542957,1
100132,0345313860,3
100132,1842040154,7
100132,0679450440,8
100132,0671867156,3
100132,0316666343,2
100132,0425181111,3
100132,8466601090,6
100132,0804106304,10
100132,0571197639,5
100132,0819154946,9
100132,8427007450,7
100132,0435272683,7
100132,0553569058,6
100132,0679427430,3
100132,0380715899,3
100132,8476409419,7
100132,0446523992,6
100132,1879384493,7
100132,0345402871,6
100132,0446519138,3
100132,006052779X,7
100132,0812504208,5
100132,1567184294,2
100132,0966986105,3
100132,0140029400,8
100132,0425166619,7
100132,0553278223,1
100132,0525944834,4
100132,0446610399,6
100132,0486292940,7
100132,0312148267,7
100132,0385497679,10
100132,0060083298,7
100132,1561672033,6
100132,1567920047,9
100132,0316693006,1
100132,3498020862,2
100132,0395877563,6
100132,0451195663,3
100132,0618231617,6
100132,0895774666,3
100132,0373037430,4
100132,0767903579,1
100132,0830714014,3
100132,0385730586,4
100132,0140620664,10
100132,0312143370,3
100780,0679310002,8
100780,006052779X,5
100780,2070334368,10
100780,084994371X,1
100780,0895872102,2
100780,0061050474,3
100780,0486206173,6
100780,0061042943,5
100780,0451162072,4
100780,3498020862,3
100780,0312143370,6
100780,0446364193,1
100780,0439095026,2
100780,3492207006,7
100780,0446300101,6
100780,0312906552,4
100780,0553202294,6
100780,0684864320,8
100780,0553802488,5
100780,0743470389,6
100780,0679423079,9
100780,8445071777,2
100780,0380002450,3
100780,2253007102,7
100780,0590629719,6
100780,0446602086,3
100780,0062770500,7
100780,0891091963,4
100780,0140345809,9
100780,0380792664,5
100780,0425178242,4
100780,0743201078,5
100780,0590481371,4
100780,0345425294,2
100780,0786868716,7
100780,3502670005,7
100780,0842329129,3
100780,0684824442,5
100780,0375726403,9
100780,0440130913,2
100780,3442724686,6
100780,0060973129,9
100780,0374386676,8
100780,0684180200,7
100780,0061052523,5
100780,0805056491,9
100780,1573229148,6
100780,074322678X,1
100780,0245542957,1
100780,0345313860,4
100780,1842040154,5
100780,0679450440,10
100780,0671867156,7
100780,0316666343,7
100780,0425181111,2
100780,8466601090,1
100780,0804106304,10
100780,0571197639,6
100780,0819154946,10
100780,8427007450,1
100780,0340767936,9
100780,0671461494,7
100780,0671021001,3
100780,0140292918,9
100780,0486281965,2
100780,067170124X,6
100780,044021145X,2
100780,068983571X,7
100780,0819215635,6
100780,0316748641,8
100780,0060192631,9
100780,0451185277,2
100604,0679310002,7
100604,006052779X,2
100604,2070334368,8
100604,084994371X,3
100604,0895872102,1
100604,0061050474,7
100604,0486206173,7
100604,0061042943,4
100604,0451162072,6
100604,3498020862,7
100604,0312143370,5
100604,0446364193,4
100604,0439095026,4
100604,3492207006,5
100604,0446300101,6
100604,0312906552,6
100604,0553202294,1
100604,0684864320,9
100604,0553802488,3
100604,0743470389,6
100604,0679423079,7
100604,8445071777,6
100604,0380002450,7
100604,2253007102,7
100604,0590629719,1
100604,0446602086,1
100604,0062770500,2
100604,0891091963,1
100604,0140345809,10
100604,0380792664,7
100604,0425178242,5
100604,0743201078,4
100604,0590481371,3
100604,0345425294,7
100604,0786868716,5
100604,3502670005,1
100604,0842329129,5
100604,0684824442,6
100604,0375726403,10
100604,0440130913,7
100604,3442724686,2
100604,0060973129,10
100604,0374386676,7
100604,0684180200,7
100604,0061052523,5
100604,0805056491,8
100604,1573229148,7
100604,074322678X,7
100604,0245542957,3
100604,0345313860,7
100604,1842040154,7
100604,0679450440,8
100604,0671867156,4
100604,0316666343,4
100604,0425181111,2
100604,8466601090,7
100604,0804106304,8
100604,0571197639,1
100604,0819154946,9
100604,8427007450,3
100604,0812523873,7
100604,0345416848,6
100604,0060976845,4
100604,0345413369,7
100604,0679603352,7
100604,0345297709,2
100604,0590629719,5
100604,0060168013,4
100604,0684801221,9
100604,1558505377,4
100534,0679310002,8
100534,006052779X,5
100534,2070334368,8
100534,084994371X,1
100534,0895872102,6
100534,0061050474,2
100534,0486206173,5
100534,0061042943,4
100534,0451162072,7
100534,3498020862,1
100534,0312143370,1
100534,0446364193,4
100534,0439095026,6
100534,3492207006,7
100534,0446300101,4
100534,0312906552,4
100534,0553202294,2
100534,0684864320,7
100534,0553802488,6
100534,0743470389,3
100534,0679423079,8
100534,8445071777,5
100534,0380002450,5
100534,2253007102,9
100534,0590629719,6
100534,0446602086,4
100534,0062770500,6
100534,0891091963,1
100534,0140345809,9
100534,0380792664,7
100534,0425178242,7
100534,0743201078,4
100534,0590481371,3
100534,0345425294,1
100534,0786868716,1
100534,3502670005,3
100534,0842329129,4
100534,0684824442,2
100534,0375726403,7
100534,0440130913,4
100534,3442724686,4
100534,0060973129,9
100534,0374386676,7
100534,0684180200,5
100534,0061052523,3
100534,0805056491,7
100534,1573229148,5
100534,074322678X,7
100534,0245542957,5
100534,0345313860,3
100534,1842040154,7
100534,0679450440,8
100534,0671867156,3
100534,0316666343,7
100534,0425181111,1
100534,8466601090,1
100534,0804106304,7
100534,0571197639,5
100534,0819154946,8
100534,8427007450,5
100534,0849916399,2
100534,0590481371,2
100534,0151001006,6
100534,0394178017,3
100534,0345371984,2
100534,8478091246,7
100534,0525944834,3
100534,0060809027,3
100534,0684848783,9
100534,1573229571,4
100534,0743403843,3
100534,3596214629,3
100534,0962893862,5
100534,0743418190,5
100534,0375403582,8
100534,0671673688,4
100534,0671868713,5
100534,0689832877,4
100534,0345417623,5
100534,0380718332,7
100534,1558744150,5
100534,0380759497,6
100534,0451452755,4
100534,0446608653,7
100534,0451202341,2
100534,0515134368,5
100534,0062507249,3
100534,0385335679,3
100534,0553580388,5
100534,0553285343,2
100534,0140029400,7
100534,140003180X,10
100534,2266033689,9
100534,0330484516,1
100534,039304016X,10
100534,0771074670,1
100534,3442446937,8
100534,0385316895,8
100534,0804111359,6
100534,0195153448,8
100534,0865050880,4
100534,0449245691,2
100534,156718796X,5
100534,0060930705,8
100534,3442724686,1
100534,0425142485,5
100534,0316748641,8
100534,0375705856,5
100534,0684824442,4
100534,0345260317,2
100855,0679310002,10
100855,006052779X,7
100855,2070334368,9
100855,084994371X,1
100855,0895872102,5
100855,0061050474,1
100855,0486206173,2
100855,0061042943,5
100855,0451162072,5
100855,3498020862,1
100855,0312143370,5
100855,0446364193,1
100855,0439095026,3
100855,3492207006,1
100855,0446300101,5
100855,0312906552,2
100855,0553202294,4
100855,0684864320,9
100855,0553802488,4
100855,0743470389,4
100855,0679423079,8
100855,8445071777,5
100855,0380002450,7
100855,2253007102,10
100855,0590629719,1
100855,0446602086,1
100855,0062770500,2
100855,0891091963,2
100855,0140345809,7
100855,0380792664,3
100855,0425178242,5
100855,0743201078,7
100855,0590481371,2
100855,0345425294,3
100855,0786868716,4
100855,3502670005,4
100855,0842329129,7
100855,0684824442,3
100855,0375726403,7
100855,0440130913,4
100855,3442724686,1
100855,0060973129,8
100855,0374386676,9
100855,0684180200,7
100855,0061052523,6
100855,0805056491,10
100855,1573229148,3
100855,074322678X,6
100855,0245542957,7
100855,0345313860,6
100855,1842040154,5
100855,0679450440,8
100855,0671867156,3
100855,0316666343,6
100855,0425181111,1
100855,8466601090,1
100855,0804106304,9
100855,0571197639,4
100855,0819154946,9
100855,8427007450,5
100855,0140104682,4
100855,0440441501,5
100855,0671867156,3
100855,0030096189,6
100855,0060938455,6
100855,0905762487,5
100855,0743444167,5
100855,156341029X,4
100855,0060192631,9
100855,0671002481,2
100855,3442724686,2
100855,0767905938,6
100855,0816152446,4
100855,1879384493,1
100855,0312965745,7
100855,8483007010,4
100855,0525947647,5
100855,0743230051,7
100855,0140345809,9
100855,0312953453,3
100855,3257210450,6
100855,0743213831,7
100855,0345428900,5
100855,039456894X,4
100855,0743206045,3
100855,0060930705,7
100855,0345305477,4
100855,067153484X,3
100855,0767903285,5
100855,0385500769,7
100855,1555834531,7
100855,084994371X,3
100855,0670892963,9
100855,0671623249,5
100855,8433914545,6
100855,8472224260,5
100855,037582345X,2
100855,0060923245,8
100855,0451185277,2
100855,2266029460,9
100855,0440130913,5
100855,3442446937,8
100855,1414035004,6
100855,0140370900,6
100855,0373484100,7
100855,0671847546,4
100855,0399137807,7
100855,8478097732,7
100855,0571197639,1
100855,0486281965,3
100855,0486285529,5
100855,087113375X,5
100855,0020199090,5
100855,0870441663,4
100855,0823032612,2
100855,0060188731,2
100855,0590418858,5
100855,0451526279,3
100512,0679310002,8
100512,006052779X,2
100512,2070334368,7
100512,084994371X,6
100512,0895872102,1
100512,0061050474,2
100512,0486206173,7
100512,0061042943,7
100512,0451162072,1
100512,3498020862,4
100512,0312143370,5
100512,0446364193,4
100512,0439095026,1
100512,3492207006,1
100512,0446300101,6
100512,0312906552,7
100512,0553202294,2
100512,0684864320,10
100512,0553802488,1
100512,0743470389,3
100512,0679423079,9
100512,8445071777,5
100512,0380002450,5
100512,2253007102,7
100512,0590629719,4
100512,0446602086,4
100512,0062770500,3
100512,0891091963,4
100512,0140345809,9
100512,0380792664,5
100512,0425178242,5
100512,0743201078,6
100512,0590481371,6
100512,0345425294,5
100512,0786868716,2
100512,3502670005,6
100512,0842329129,2
100512,0684824442,7
100512,0375726403,9
100512,0440130913,2
100512,3442724686,5
100512,0060973129,7
100512,0374386676,10
100512,0684180200,5
100512,0061052523,3
100512,0805056491,8
100512,1573229148,1
100512,074322678X,1
100512,0245542957,3
100512,0345313860,1
100512,1842040154,1
100512,0679450440,8
100512,0671867156,2
100512,0316666343,4
100512,0425181111,1
100512,8466601090,5
100512,0804106304,8
100512,0571197639,7
100512,0819154946,7
100512,8427007450,6
100512,1573228737,4
100512,0399137807,4
100512,0451526341,2
100512,140003180X,7
100512,038549825X,2
100512,0375509038,7
100512,3596214629,5
100512,3499222604,3
100512,0425156842,3
100512,0316602906,3
100512,0812523873,4
100512,8478098267,1
100512,0449213773,7
100512,0965404560,10
100512,0819215635,6
100512,0807070718,3
100512,0451205197,4
100512,2070334368,7
100512,0140253580,10
100512,8478097732,4
100512,0449207544,3
